user,time,score,content
青州古城,2021/4/12,4.0,"心怀浪漫宇宙
        也珍惜人间日常
打卡山东-潍坊-青州古城
        夜间到达 灯火阑珊 各种小吃琳琅满目
喝了一杯奶茶还是不错哒 九点返程 早晨七点遛弯
清晨的古城和夜晚的样子大有不同 安静的街道
古城的老样子还在  商业化的古城样子也有
值得一看 小吃不是太多重复的比较多
青州
                            
	                            
		                            "
Marco,2021/4/11,5,位于山东潍坊的青州，是很古老的一个地方，古城还不错，还是值得一看的。
青州古城,2021/4/11,5.0,"很长的一条古街，古镇房屋建筑风格各异古色古香，竖着一座座精心雕刻的牌坊，蕴含着悠久的历史文化
商业味很浓，各种各样的小吃，礼品纪念品，一应俱全，这两天比较暖和，夜晚的古街还是热闹非凡
吃完晚饭出来溜达，还是不错的，主要是不收费
                            
	                            
		                            "
青州古城,2021/4/11,4.0,"青州古城可以游玩2-3小时，我们是溜达过去，坐观光车回来的（15元/人，孩子不要票），回来的路和走过去的不是一条路，这样就把古城的景致都看全了，路过贡院，开电车的师傅还让我们下车进去溜达了一会儿，特别感谢白天的景色小清新，古香古色，有很多卖小吃的摊位，晚上的夜景也还不错，但是拍照看不清人，建议拍照的话还是白天去。沿途有很多非遗展演，手艺人们真的都很厉害
                            
	                            
		                            "
青州古城,2021/4/11,5.0,"清明节放假去的，到处都是人人从从众众
青州古城规模不小，北门大街、偶园街、东门大街是保存最完整、规模最大、内涵最丰富的街巷，但是商业化的程度也很高...
看来想看原汁原味的古街还得去北关和东关
                            
	                            
		                            "
青州古城,2021/4/11,5.0,太喜欢他们的政府一条街了 非常古香古色 干净又美丽 主要是物价也真的好实惠！
青州古城,2021/4/9,4.0,"感觉古城就是商业街，各种小吃荟聚，随便走走逛逛也行。我们就走马观花的逛了一趟。
古城里有一段路边有水，各种牌坊，很像杭州清河坊的感觉。
黄昏里的城楼挺美。
古城里的肯德基都和一般的肯德基长的不一样，很新鲜的感觉。
                            
	                            
		                            "
青州古城,2021/4/7,5.0,"东夷文化发源地，历史文化名城
城墙真的很高12米，吼6米上城墙观景门票5
元
青州这个位置真好在山东省中心位置俗称为腹地，人才辈出自科考制度以来状元文化已久
学校都成为书院，古城的城门很多古街巷也很多
目前还是商业区最热闹东大门必须要去哦
下午还有非物质文化遗产的展示
拉洋片 扑蝴蝶等等
美食特色到处都是烧饼煎饼一定要尝一下马蹄煎饼很好吃又脆又软糗糕刚出锅的最好?
                            
	                            
		                            "
青州古城,2021/4/7,5.0,"临时决定出门游玩，
选择了相对近便的青州，
到达当天晚上就去了青州古城，
可能天气较冷，
可能是个晚上，
可能是旅游淡季，
傍晚的古城有点冷清。。。
整条街都是烤冷面
不过味道不错
好不容易找了家小店吃饭，
结果要啥没啥
                            
	                            
		                            "
青州古城,2021/4/6,5.0,"青州一日游

光是古城景区，就值得逛上两三趟。
有些历史建筑，更是值得细细品味。
比如说清真寺，天主教堂，阜财门。
适合两到三日游，住宿一晚，看一看青州古城的清晨和黄昏。
吃的样式也好多啊，买了郑母烧饼，马蹄烧饼，小麻花，老槐树煎包，山楂糕，山楂丸，山楂棒，哈哈。
某盛的糕点，我还凑热闹排了很长的队。至于味道，见仁见智吧。
绿豆糕有些油腻，蜜三刀还是很好吃的。
虽然明知道太阳底下没有什么新鲜事，我还是忍不住凑了一回热闹，赶了一回新鲜。
回到家大睡一天才缓过精神来。
                            
	                            
		                            "
青州古城,2021/4/6,5.0,"夜晚的青州古城真的还是比较不错的，毕竟是很有年代感的历史古城，它的文化底蕴还是涵盖其中，虽然现在的很多地方的古城都很商业化，但这也算是时代发展的重要标志，毕竟需求才会有市场。
古城的整条街挺长，两边的店铺也都形形色色，唯一不变的是它的建筑结构的历史感，承载了青州这个小小古城带给人们的曾经辉煌及厚重感，当然，很多城市的古城都经过了翻新，但对它的喜爱人们还是难以割舍。
夜晚没事儿溜达下不错的选择，主要是免费哦。这并不多见。
                            
	                            
		                            "
青州古城,2021/4/6,5.0,"开车几百公里打卡网红古镇，进入古镇的笫一个特色就是竖立着一座座精雕细刻的牌坊，整个古镇房屋建筑风格各异古香古气，街道两旁各类食品各种美食适合不同的人群，礼品纪念品，青州煎饼，尽收眼底，当地人与游人来来往往，停车方便并且免费！有机会还会再去游览！
                            
	                            
		                            "
青州古城,2021/4/6,3.0,"可能是因为节假日来的，拥挤之下略显粗糙。
古城是真的古城，但是小吃和工艺品一条街真的有失古城的风范。让我来了一次不想第二次。
整条商业街从头到尾就如逛台东夜市一样没有一点古城的味道，教堂不开放只能从栅栏门外观赏一下。
每一道门建议旁边放置一个注解，周围的交通也希望有所改善。
                            
	                            
		                            "
青州古城,2021/4/6,4.0,"总觉得全国古城都清一色一个样，除了古色建筑，吃的就是油炸臭豆腐和大鱿鱼，没想到青州古城让人眼前一亮哦这里比较新鲜的是增加了一些民俗的展示，年轻人和小孩子从来没见过的剃头挑子，著名的鲁绣，还有扑蝴蝶这种类似于戏曲的表演，都让人觉得很新颖。
                            
	                            
		                            "
青州古城,2021/4/5,4.0,"很繁华，很热闹，虽然都是后建的城墙门楼，但只要从现在开始好好保护，几百上千年后那不也是文物嘛，哈哈哈哈哈哈哈
古城里还有老城居民，反而觉得有烟火气，夜景很美，还有路边驻唱的歌手，路边随处可见穿着汉服飘过的小姑娘，挺好
总之，还是值得一逛的，上城墙才5块钱，便宜，不过也很短，青瓦灰墙的，蛮好看
                            
	                            
		                            "
青州古城,2021/4/5,4.0,"青州人民还是很厉害的，这条古街得带动当地经济多大发展呀，清明假期去的，中国人怎么这么多，到哪都得排队，真的如果有条件一定错过假期去哈。很长的一条古街，卖什么的都有，吃的喝的玩的用的，有点古风建筑，改良以后成了一条商业街了，小吃比较多，从头逛到尾，买了很多吃的，走一走，玩一玩，吃了老槐树煎包，也买了小麻花，也买了特色炒糕，毕竟是青州一个著名景点，是免门票的，去一次逛逛也无妨，其实也真没什么看头，吃点东西可以
                            
	                            
		                            "
青州古城,2021/4/5,4.0,"?闲游青州???之青州古城

清明时节雨纷纷
柳绿花红
春光明媚的天气
行路中间
巧遇绵绵细雨

青州-古九州之首

人文资源积淀深厚
地域文化特色鲜明
东夷文化发源地

青州地处交通要冲，地理位置优越。“右有山河之固，左有负海之饶”

古城内现存古街巷上百条，包括被评选为“全国十大历史文化名街”的昭德古街
                            
	                            
		                            "
青州古城,2021/4/5,5.0,"周边三个古镇：周村 即墨 青州。更多喜欢青州
旁边有一系列的青州非物质文化遗产的表演和展示
一个个牌坊以及小巷子里的无名木质牌楼，千年古槐，提示着这里发生的一切。
旁边的青州宋城以及南阳河周边小公园，散步 赏花 拍照 很不错！
                            
	                            
		                            "
青州古城,2021/4/5,4.0,"青州古城5A景区，没有门票，里面很多小吃和工艺品玩具店，感觉挺大的，偶园20一个人，里面还行，早晨来的早，还能停下车，不然根本找不到地方，古香古色挺好的，但是周边配套不行，吃的玩儿的都质量一般，希望能提高点
                            
	                            
		                            "
青州古城,2021/4/5,4.0,"青州古城是山东省5A级旅游景区之一，值得一去适合短途旅行拍照的地方，古城免费也有停车的地方，青州古城就是古香古色，中规中距的古城，里面有教堂??，还有一个偶园20元门票，清真寺?，卖小吃的，小工艺品等，古城的夜景很美。
                            
	                            
		                            "
青州古城,2021/4/4,5.0,"～～～2021年清明假期青州游玩～～～
5A级景区的青州古城
是不收门票的
我们到了是下午五点来钟，里面的一些小景点都要关闭了
所以就一路逛了逛
晚饭吃完后又逛了古城夜景
还有很多店铺以及卖吃的
很不错的景
有一个天主教堂??真的好美
                            
	                            
		                            "
青州古城,2021/4/4,4.0,清明假期..大路上人挤人..糕点没有找到..车被贴了罚单..建议乖乖停停车场..
青州古城,2021/4/4,5.0,在山东最好的地方。我是外国的，我去过五次。这个古城很好看！
青州古城,2021/4/4,3.0,"不知道是因为我去的时候不是旅游旺季还是啥，古城感觉古城很萧条，没有人，好多商铺都没有开门，古城不大，溜达一会了，就走出去了。感觉比较坑，不如台儿庄古城。古城招商引资还不够，商铺种类不多，需要慢慢去提升。
                            
	                            
		                            "
青州古城,2021/4/3,5.0,"说走就走的行程之青州古城，可能是因为阴雨绵绵今天古城的人并不算多，古色古香的建筑风格
古城里有不少汉服店，这边是一个汉服打卡的好地方哈哈哈哈
打卡了老槐树生煎离着很远就能看到窗口排的长长的队伍，包子一共两种馅，一个牛肉，一个豆腐的，都是1.5一个，馅料比较足，个人更喜欢牛肉的哈哈哈哈，毕竟吃荤使我快落
古城这边还有家不错的糕点铺子-隆盛糕点，里面的糕点价位很平价，还有礼盒装的，送人特别好看，他家比较有名的是蜜三刀，11400g  都是塑封包装好的，当伴手礼特别不错，注意的是，他家只收现金一定要带好现金来买，这个圈重点！别问怎么知道的
愉快打卡
                            
	                            
		                            "
青州古城,2021/4/3,1.0,"驱车4个半小时来到青州古城，没想到失望至极！！！
原因就是这个图片中的保安人员
晚上8:45到达景区门口，根据导航一路找到预定的酒店告知不让进，理由很简单：“当官”的领导说的不到9点就不行，就不行！什么叫当官的，这个“官”真了不起
下车恳求大爷说，孩子再车中有点不舒服吐了3次，和大爷商量可不可以把孩子放进去再出来，其实离9点不到10分钟，谁知道大爷就口中还叨叨一大堆乱七八糟不好听的话，真的太气人了！为了能离住宿地方近点，只能默默的等。
没想到这个时候来了另外车，只见车里下来一个女士过来聊了几句，因为太黑看不清其他动作，这立马就手动调整了抬杆的设备，这差别待遇真的呵呵了！！！
想投诉不知道去哪，只能采取这个办法，告知还想来游玩的如果遇到这个大爷请不要做的小动作，会助长歪风的，挺好的地方被影响了。
有喷子们请去其他地方喷，肯定知道去到一个城市遵守当地的规定，但是也希望受到一视同仁的对待
                            
	                            
		                            "
螃蟹鱼鱼,2021/4/2,5,性价比高，有趣好玩，景色不错，总体超赞，?
青州古城,2021/4/2,5.0,"5星好评。青州古城商业街确实不错。地方够大。从正门看不到头。一条长长的街。两边全是商铺。走到中间的位置，有天主教堂，还有基督教堂。这里能容纳各方文化，真的是一个开放的地方。这里的民风淳朴。这里的人很热情。旅游的人虽然不多，感觉还是没到时候。我坚信5月份这里的人肯定很多。等5月份我还想过来。真的没玩够。我想在这里买套房的心都有了。可以在这里住上两三个月。商业街有一棵1000多年的老槐树。这里是一个历史悠久的地方。推荐来这里玩。
                            
	                            
		                            "
青州古城,2021/3/31,4.0,"半日春游之青州古城，这古城那古城，不收费的古城都是好古城，巴扎嘿

这里每年都要来，因为得来做我瑗总的“押运员”去隆盛糕点采购各种点心

买了点心再在青石路上走啊走，然后就去吃“老槐树煎包”这是固定线路

从隆盛旁边的街进去，一路各种吃的，回民店比较多，哦对，还有那种麻汁火烧真好吃！街边店里的咪真精神那个要睡觉觉的是因为它的摊子能晒到太阳给它晒困了，所以，我跟它讲话它并不想搭理我
                            
	                            
		                            "
青州古城,2021/3/29,5.0,"我们回程路过这里顺路游玩的，扫码进入无需门票，有意思的是负责扫码的大姐知道我们是路过的告诉我们去买门票，幸亏第一个咨询的不是她呵呵，一会儿就出来了没什么玩的，买了点吃的东西，里面买的东西倒是不贵，烧饼好难吃！
                            
	                            
		                            "
青州古城,2021/3/26,4.0,"在去烟台的途中青州作为中转站，在大众评上找了住的地方，离商业街很近，附近有大型超市。青州市的旅游景区挺多的，有自然风景也有人文古迹，青州古城离市区最近，古城有大型地下停车场不收费，也不需要门票，里面的古建筑很有历史底蕴，古城里有饭店，特产店，礼品店，一个大爷卖当地特色小吃糗糕，可以尝尝。
                            
	                            
		                            "
青州古城,2021/3/25,5.0,"博物馆之后来逛古城 疫情好转后的工作日人不多 这古城新迹还挺明显的 是模仿宋代古镇建的 长长的街道得有一公里多 很多店铺都没有开 里面客栈餐馆娱乐休闲都有 还有一个基督小教堂和天主大教堂.....肯德基也是装修成古代餐馆那种样子 实在是好玩 古城内打扫的很干净 有一个古树很老了 时不时也会有几个老年团队游叽叽喳喳欢声笑语在古城上空回绕....感觉疫情好转以后游客会多起来的
                            
	                            
		                            "
青州古城,2021/3/25,5.0,"虽然有点商业化，但还是有古韵的古城。推荐偶园，成人票二十，园子很大，很有古典园林的风格，住在古城里面，早上去偶园没有人，一个人逛园子感觉很惬意。推荐古城里的小吃“蜜三刀”偏甜偏油的一种小吃，味道很独特。里面有个包子铺也很火，牛肉馅的确实好吃，不过如果不是去的早的话可能要排很久的队。
                            
	                            
		                            "
青州古城,2021/3/22,5.0,"早晨起个大早，又去匆匆游览了一遍白天的青州古城。对于青州古城能评上AAAAA景区，总觉得不解，古城的古代建筑并不是很多，建筑也没多么出彩，是因为这里有皇家园林偶园呢，还是因为青州的历史呢？比起青州古城，我觉得十笏园、坊茨小镇、青州博物馆更值得推荐。
                            
	                            
		                            "
青州古城,2021/3/17,5.0,"古城商业街，只要是商业街了，便是工业化流水线快销品的味道。吃的，玩的，都不太有趣。这个季节，大多数游客还未出动，所以热闹也还未开始吧。
“北风那个吹，雪花那个飘，年来～到”穿着戏服的几人在吹拉弹唱，一个蹬着三轮车的老大爷听的手舞足蹈，来了个大撒把。
踢毽子的姐姐，身段真是，俏皮可爱。
铝艺，这弯、折、捏、合之间，都是细致活儿。尽管与古时的雕琢差点劲儿，可在当下的时代，花这些功夫也算不易了吧。
拐进一条小街巷，斑驳的墙坯，泛黄的书页，还有坐在光影深处伏案忙碌老大爷，突然就泪流满面。又想起了童年。
我其实不太爱逛博物馆，某某旧址之类，因为文化深度达不到，所以真的看不懂。但我愿，心存敬畏。
                            
	                            
		                            "
青州古城,2021/3/8,4.0,文化氛围特浓的一个地方，早晚是不同风光，值得去看一看
青州古城,2021/3/8,5.0,"城门楼子很大，好像没要门票？不太确定，跟团去的，很长一段路，古色古香，卖东西的也很多，有青州特产的一个叫隆盛的糕点铺，买了一些糕点，价格不算贵。街道很宽，打扫也很干净，路面上不和淄博一样到处脏脏的都是灰。市政府就在附近，在古城门口车礼让还做得挺好的
                            
	                            
		                            "
wbclawyer,2021/3/5,4,青州古城是国家5A级景区，免门票就可以进入古城游览，门口测体温后有序进入，古城内也不太多，道路两侧商家店铺里商品琳琅满目，红红绿绿的看上去挺喜庆，看看牌坊，品品美食，感觉棒棒哒。
青州古城,2021/3/1,4.0,"正月初一，回老家没事儿干，带着孩子逛了逛，人气超级旺，买的东西基本大同小异，每个城市都有那么啊一条街在卖！要潍坊特色的话有朝天锅啥的，虽然人多，但停车还算好停，城墙四周都是停车场。里面有些古迹，还有个教堂，没事儿可以逛一下…
                            
	                            
		                            "
青州古城,2021/2/28,5.0,古城真的很有特色 ，物价都超级便宜，吃吃逛逛是个不错的放松心情的地方
青州古城,2021/2/28,5.0,"19年的端午小长假来的，下动车坐直达公交就到。来了青州才知道原来青州的历史也蛮悠久的，历史上有名的军事重镇，在古城附近住着一些原住民，祖上就是生活在这里。古城是改造后的，像即墨古城一样是个商业步行街，不同的是人家把自己的历史也放进来了，当年的贡院也情景重现。旅游车也是很方便，30块一整天随上随下，跟着导游大哥还知道了“门当户对”的由来。据导游介绍春节期间是他们的旺季，有很多传统民俗的活动。
                            
	                            
		                            "
青州古城,2021/2/27,4.0,"又开始补作业啦，好烦哦~~哼(ˉ(∞)ˉ)唧
补几个青州的吧…
青州古城，也是来到青州值得打卡的一处地方了，位置自行导航，远看城门虽不算恢宏，但也算比较大气，城内青石铺就的道路，两侧仿古的建筑，商业气息很浓，而登上城楼，沿着城墙游荡，俯瞰如画的风景，遥想当年尽起青州之兵决胜沙场的风采，则别有一番滋味，总体还是不错的。
                            
	                            
		                            "
青州古城,2021/2/26,5.0,"这是一座曾经繁盛千年的城市。
一座城，两条路，四个人，无数过往。当我踏上那嶙峋的青石板，极目望向青州古街的深处，我总依稀看到人影幢幢。那些才子、佳人、县官、丝客......匆匆忙忙转过东关街角，消失在几千年光阴的尽头。
走进它，会让你热泪盈眶。
                            
	                            
		                            "
青州古城,2021/2/25,5.0,"青州的古城街，平时都是白天来逛一逛。这次过年是晚上来的，这条古街是开放的，路边都是小吃啊，有特色的小店啊，离宋城也不远，逛完了吃的玩的，溜达过去就行了。人特别多啊，好多小吃店前面都需要排队，早晚得温差我觉得比潍坊大，晚上出来逛还是需要保暖。可以来尝一下蜜三刀，老槐树包子，嘻嘻，完美
                            
	                            
		                            "
青州古城,2021/2/25,3.0,"三年前的清明节去的青州旅游，就住在了青州古城，当时建设的还不是很好，不过入住的酒店很不错，古色古香的，干净卫生，地处位置也不错挨着偶园街周围还有连锁超市购物很方便，晚上的夜景比较好看，有个湖还有灯光喷泉，还挺好看的，不过其他没什么好玩的了，就是些还没有完善好的街道，没有任何好吃的店，最后去超市买的东西吃。不推荐青州古城还是附近的偶园比较好玩。
                            
	                            
		                            "
青州古城,2021/2/22,5.0,"晚上没事干，约起来，去青州古城感受一下过年的气氛。开车一个半小时终于到了，但是并没有想象中热闹。
虽然路两旁挂满了大红灯笼，但是人不是很多，路边的小吃都在，店面也几乎都开着，但是游客不算多。
可能是因为天气冷吧。
青州古城来回走一趟要一小时，我们还没走到头，就冻的不行回家了。。。
                            
	                            
		                            "
夏同学爱瞎拍,2021/2/21,5,比较适合周末去逛的地方，人多吃的也多，上城墙五块，还是很值得的。
青州古城,2021/2/21,5.0,"今天来青州古城走一走，古城的建筑非常好，只是偶园街商业化比较严重，店铺林立，但还是可以看到很多的民俗文化和非物质文化遗产的展示～
??????慕名去吃了老槐树煎包，有牛肉馅和豆腐馅儿两种口味，都很好吃，虽然排了一个小时的队
??这里适合缓缓来慢慢逛。
                            
	                            
		                            "
青州古城,2021/2/21,3.0,"位于淄博和潍坊的交界处。
整体逛下来，感觉比较平平无奇，建筑看起来也挺新的，主街上有些混乱，很多骑电动车和电动三轮的，感觉还是有点危险。 而且走起路来，太阳特别晒，热到爆炸…
就像其他古镇一样，全都是卖吃的和特产。整体逛下来两三个小时。偶园进入要花20，感觉也不是很有必要。
                            
	                            
		                            "
