user,time,score,comment
234****699,2021/4/20,5,体验非常好
205****573,2021/4/19,5,很不错的景点，作为一个国人应该铭记历史，要不忘国耻，奋发图强！刘公岛是一个爱国主义教育基地，名副其实得五星级景区。很有收获的一次旅行。总体超赞，
M32****0826,2021/4/18,5,景色不错，总体超赞，
zengli1718,2021/4/17,5,还是值得一去的，风景挺好，景区的管理也不错。
gvass,2021/4/17,5,刘公岛上面有很多北洋舰队的历史痕迹
M10****897,2021/4/16,5,很方便&#x20;很不错
一壁江山,2021/4/16,5,特别值得一去，有很大的历史意义
magice,2021/4/15,5,景色不错，有趣好玩，
si****6,2021/4/15,4,威海最著名的景点，有小型动物园，景色不错～
dorothy,2021/4/13,5,值得去一趟，赶上好时候了，游客很少。
_WeCh****740727,2021/4/11,5,有意义的一次旅行
M19****172,2021/4/11,5,景色不错，有趣好玩，性价比高，总体超赞，
五二郎,2021/4/11,5,中国近代史知名的地方，给人一种沉重的历史感。爱国主义教育基地。岛上绿树成荫，空气清新，环境一流。带着孩子来玩的话绝对值得。
墨清杳,2021/4/9,5,可以看的东西比较多，景区比较大，还有个微型动物园，很有意思
马丁路德宫保,2021/4/8,5,网上买挺方便，包含登岛所有景点和往返船票，60岁以上老人只需要往返船票
M29****9632,2021/4/7,5,@&#x0A;很好很好很好
M51****951,2021/4/6,5,带着身份证直接刷进入
刘公岛,2021/4/6,2,购票体验极差。首先，为什么这个门票不能一下子买2张？其次，再次购买的话价格就一下子涨到了189元？这是杀熟吗？最后，为了能和妻儿一同登船，不得已从某猪APP上购买门票，比携程还要便宜。 刘公岛还是值得一去的。但购买门票还是别从携程购买了。
M22****2266,2021/4/5,4,战舰展现了它的历史使命，很有教育意义
M45****6778,2021/4/5,5,单位组织的近郊游，爱国主义教育基地，铭记历史的好地方。来过多次每次都是不一样的景色。
乁媛灬,2021/4/3,5,风景很棒，只是今天风实在太大啦，没有照几张照片，比较有历史意义，给孩子讲解了下，炮台下有参观的展馆，栩栩如生的给孩子们展现了，当时军人们的生活
tobey_yugd,2021/4/2,5,刘公岛值得一去的旅游景区。它是中日甲午海战的发生地，也记录了中国的屈辱历史。青年一代应该以史为鉴，奋发图强，来这里接受爱国主义教育！
M29****246,2021/4/1,5,勿忘国耻，感受国家的发展，感恩安定，感谢美好生活。
晨风飞扬,2021/3/31,5,总体超赞，
M28****3265,2021/3/30,5,非常好&#x20;值得去！爱上这里了！！
贵州乐客游品行,2021/3/29,5,有趣好玩，总体超赞，景色不错，性价比高，
M50****49,2021/3/29,5,刘公岛是一个五A级景点，又是一个爱国教育基地，带小朋友去游玩非常不错。
M32****6431,2021/3/29,4,11111
遇见值得怀念,2021/3/28,5,真的很不错，玩的东西非常多，值得来
_WeCh****31432,2021/3/28,5,刘公岛是特别值得来的地方，无论是爱国主义教育还是环境风景都都是一致，这是我来过的比较好玩的地方，而且我来的时候属于疫情期间，人比较少，使得我能够在全岛几乎走遍了所有的景点，非常开心，游船也很漂亮，很轻快，威海给我留下了非常好的很深的印象，我还会再来
_WeCh****96342,2021/3/27,4,位置好，价格亲民，干净卫生
大汤圆子。,2021/3/26,4,坐船往返，岛上玩的没什么风景还可以，有两只大熊猫还有麋鹿，在岛上溜达了一个多小时就回去了。
_WeCh****896105,2021/3/26,5,景色不错，总体超赞，
M61****374,2021/3/26,5,特别好很好
神速123,2021/3/25,4,景色不错，看海鸥很好
n****en,2021/3/25,5,光是坐轮渡，就是很有意思的一件事。甲板上喂海鸥，是保留项目。
M23****0725,2021/3/22,4,景色优美，适合亲子，岛里面很安静，可以畅游一天
小草一根,2021/3/21,4,回顾那段屈辱的历史，更加为现在祖国的强大感到自豪。
小小强111,2021/3/21,5,淡季来刘公岛人不是很多，现在定远舰也不收费了挺好的。总体超赞，有趣好玩，景色不错，
尤凯亚阮籍,2021/3/21,5,有趣好玩，
行走的田小爬,2021/3/19,5,刘公岛，位于威海市，不错的地方，景色很漂亮，海水很干净，推荐来看看
神传老祖,2021/3/19,5,威海旅游的标杆！值得来看看的地方！
M43****3555,2021/3/19,5,刘公岛真不戳！总体超赞，性价比高，有趣好玩，景色不错，
赖歇瑙郑玄,2021/3/18,5,很好的爱国主义教育基地，甲午大海战，壮烈，国家强大人民才幸福
SingKay,2021/3/17,4,挺漂亮的一个地方呢！我感觉蛮喜欢的呢！赞赞的所在！能在岛上的海边走走，吹吹海风看看游人，还是蛮惬意的呢！
游走在地上的鱼,2021/3/17,5,有空就到这里溜达溜达，是个不错的选择！
118****779,2021/3/17,5,三月份去的，人不多，坐船大约15分钟，到岛上坐电瓶车，参观了各个场馆，进行了爱国主义教育，很遗憾由于专修甲午战争博物馆闭馆没有开放。
M45****6440,2021/3/16,5,景色不错，有趣好玩，性价比高，总体超赞，
M15****458,2021/3/16,5,有趣好玩，
金先生。,2021/3/16,5,不错，挺不错的。
爱咬人的兔子,2021/3/15,5,海水拍打着海岸，白浪围绕着小岛，太美了。
M22****6787,2021/3/15,5,春节期间就我们俩人，有点冷清但闹中取静，尤其是晚上沿岛漫步别有情调……
奇么,2021/3/13,5,威海刘公岛有总多英租时期留下的欧式建筑，现已成为著名的风景名胜区。
M17****081,2021/3/13,5,有趣好玩，性价比高，景色不错，很有历史意义的一个岛，博物馆很不错，可以学到很多东西，整体很惬意，有机会的话可以带小朋友一起来一趟
№天堂岁月№,2021/3/12,5,岛上风景很好，还有很好的人文纪念馆，可以进行教爱国育孩子
携行王者53,2021/3/11,4,总体上还是可以的，值得学习和游览，这里海水环绕，游轮叠叠，岛上爱国主义教育素材丰富，形式多样，看后令人震撼而又遗憾，加强海军建设，迫在眉急！
320****461,2021/3/10,5,非常好，多次去过，威海顶级景点。
米尔科杨幺,2021/3/10,5,非常好的一次旅行
gu****tu,2021/3/9,5,环境优美&#x20;客气不错&#x20;海岛风景秀丽
_WeCh****77572,2021/3/9,5,非常好&#x20;适合老人孩子全家一起去?
旺旺仔哦,2021/3/9,5,有趣好玩，性价比高，景色不错，总体超赞，比什么火炬八街有意思多了，除了甲午战争博物馆没开&#x20;有点遗憾之外，其他都很满意，建议大家做环岛车，每个景点都会到。自己走的话太累了，要走好几个小时，岛上风景是很不错的.
_WeCh****71475,2021/3/8,5,整体游玩感还是蛮好的..当天去的时候天气还是很好的..很暖和，下午一阵海风之后就突然降温了。就赶紧坐船回来了。海边的天气真是猜不透。岛上很有教育意义，等孩子大了在来玩还可以学习一下。
鹿鸣之时,2021/3/8,5,景色不错，总体超赞，有趣好玩，性价比高，，一级棒一级棒一级棒
M37****344,2021/3/7,5,很有历史的景点
M12****993,2021/3/6,5,整体环境不错，景色宜人
小小猪贝贝,2021/3/6,5,景色不错，夏天来多住几天很适合?
卡斯蒂利亚-拉曼恰樊哙,2021/3/6,5,总体超赞，
冰雪精灵,2021/3/5,5,景色很不错，有历史也有自然风光
_WeCh****874848,2021/3/2,5,性价比高，就是人特别多，人挤人。但是还是比较值得，天上飞的，水里游的，地上跑的都有，挺好玩的
M28****5546,2021/3/2,5,晚上好看，人多
逸群的家,2021/3/2,5,去年秋天和爱人一起去的，以前去过几次，很震撼，很好很满意！真心的不错！会继续关注！加油！感谢携程网，提供的服务很好很方便！
M19****008,2021/3/2,5,很值得一去的小岛，夏天去的，景色很美，空气也好，绿绿的树，彩色的花，蓝蓝的天和蓝蓝的海，不仅有美丽的景致，还有颇具教育意义的历史——定远舰，推荐带着孩子全家一起去
椿 简拉基茨德,2021/3/2,5,正值免门票的时候去的，只交30元往返船票就可以上这座兼有丰厚的人文历史底蕴和秀美风光的小岛。岛上保留了英式风格的别墅和布局以及许许多多历史遗迹和现代化展馆和景点，物超所值。上岛欣赏风光，感受威海卫的历史
厵孨,2021/3/1,5,景色不错，
M38****5922,2021/2/28,5,还得再来总体超赞，
在路上Pl,2021/2/28,5,景色不错，性价比高，总体超赞，有趣好玩，好好好ヾ&#x20;^_^?哈哈哈哈哈哈
M30****0822,2021/2/27,5,景色不错，总体超赞，有趣好玩，性价比高，
刘公岛,2021/2/27,2,没什么可观看，展览馆也只是图片说明，其实在网上看也一样。国内好多博物馆都一样。
刚子,2021/2/25,4,值得一去，可以爱国主义教育，风景也很好
察茶的宇宙,2021/2/25,4,总体感觉一般&#x20;岛上有个动物园&#x20;有大熊猫&#x20;?坐船需要等很久&#x20;要看淡旺季的情况。十月还可以&#x20;过去也不堵车?
M27****6613,2021/2/25,5,总体超赞，值得，受教！
300****305,2021/2/25,5,甲午战争的回忆地，不忘国耻&#x20;！
欢乐宋-999,2021/2/25,4,刘公岛的景色很优美，气候宜人，值得游玩。
热地快,2021/2/25,4,人很多&#x0A;但是当天浪太大风太大&#x0A;禁止坐船上岛&#x0A;只好被劝返&#x0A;过去前一定做好功课天气
火柴1984,2021/2/23,5,夏天的订单了，忘记评论了，挺好的，就是船上太热了
徐子然R,2021/2/23,5,很多年前去过，这次是带孩子去学习，过年门票很优惠，去的时候比较冷，整体说是威海很值得去的一个景点。
_WeCh****26861,2021/2/22,4,值得一玩，棒
麦克史高飞,2021/2/21,5,非常漂亮，大船大海，清澈迷人，值得一去
M72****16,2021/2/20,4,还行还行吧
戴纳·亚德尔·卡朋特,2021/2/19,4,很不错的风景
M78****66,2021/2/18,5,适合爱国主义教育
凭祥韩浩,2021/2/17,5,总体超赞，有趣好玩，景色不错，性价比高，
凭祥韩浩,2021/2/16,5,总体超赞，性价比高，有趣好玩，景色不错，
M26****2282,2021/2/16,5,有趣好玩，
关西达人,2021/2/14,5,非常有历史底蕴的景点经典的景点啊。
M22****625,2021/2/14,5,我们去刘公岛码头坐船前往刘公岛，一路上船很平稳，也非常快捷，沿途欣赏无敌海景，真的是心旷神怡。当时我们用轮椅推着老人出行，老人也高兴的像个孩子。
柚柚哥,2021/2/8,5,景色不错，有趣好玩，性价比高，总体超赞，
jiny,2021/2/4,5,总体超赞，景色不错，
LU188,2021/2/2,5,刘公岛，位于中国东部山东半岛东端威海湾湾口，岛面积3.15平方公里，岛岸线长14.95公里。为威海市海上天然屏障，在国防上有着极其重要的地位，素有“东隅屏藩”和“不沉的战舰”之称。明、清至解放前诸多海上战事发生于此，特别是甲午战争留下了深刻的历史印迹。
青岛大胡子斑马,2021/2/2,5,挺好的，不错的，携程买票也很方便??
景色天空,2021/2/1,4,刘公岛是威海市海上天然屏障，在国防上有着极其重要的地位，素有“东隅屏藩”和“不沉的战舰”之称。明、清至解放前诸多海上战事发生于此，特别是甲午战争留下了深刻的历史印迹。感受下历史的印迹吧。
155****1950,2021/2/1,5,非常不错，出票很快，岛上风景非常好
20****708,2021/1/31,5,刘公岛&#x20;山东烟台&#x20;&#x20;爱国主义教育基地
悬溺丶,2021/1/31,4,景色不错，性价比高，
_WeCh****196408,2021/1/30,5,挺好吧&#x20;景区漂亮
1395319****,2021/1/29,5,甲午战争北洋水师的所在地，看完之后感慨万分，国家的强盛决定了民族的复兴
300****276,2021/1/28,5,景色不错，
年年有余2009,2021/1/28,4,爱历史的很不错，看风景还过得去
遇见81,2021/1/27,5,一百年的孤寂，一百年的耻辱，一百年的刘公岛故事
刘公岛,2021/1/26,2,全国也就烟台威海景区军人还收钱，全国很多地方景区都对军人免费，船费也不收。唉
年年有余2009,2021/1/25,4,景色不错，性价比高，
__雨。,2021/1/23,5,非常不错，赞
羁旅独行,2021/1/21,5,接收一下爱国主义教育，感受先辈们的忠勇刚烈，就是看了让人不舒服。
杨大仙,2021/1/20,5,一次爱国主义教育之行
M14****754,2021/1/20,4,性价比高，。
203****613,2021/1/19,5,性价比高，有趣好玩，总体超赞，景色不错，
henau,2021/1/17,5,从刘公岛的贝草嘴至牙石岛为北口，口阔1600米，最深处34.5米，是威海通外的主要航道；刘公岛东端至南岸赵北嘴为南口，口阔4500米，最深处为19.8米。威海湾水色碧蓝，岸边花木茂盛，是游人观光、休闲的好去处。
蕙质兰心蕙质兰心,2021/1/16,5,威海，空气清新、植被茂盛，闲适安逸。走在威海的街道，满眼都是绿色。在威海市区，几乎很少看到垃圾桶，威海人的生活习惯是绝不会乱丢垃圾的。&#x0A;常年蓝天白云，清爽宜居。马路边的凳子基本上可以不用擦，就能直接坐上去。威海的干净是眼睛可以看到，身体能感受到的。毕竟这里没有重工业，只有悠久的历史和海上仙山。
WGWS,2021/1/15,5,景色不错，有趣好玩，性价比高，总体超赞，
M12****897,2021/1/15,5,挺好，不错！
年年有余2009,2021/1/13,4,历史性比较强，喜欢历史的可以好好看看，里面可以做电瓶车，不想走的可以选择电瓶车
_WeCh****82189,2021/1/13,5,爱国主义教育基地
自驾走八方,2021/1/10,5,风景美丽，历史沧桑，令人留连忘返
自驾走四方,2021/1/9,5,风景非常漂亮，饱经百年历史沧桑
m41****88,2021/1/8,5,有清朝北洋海军提督署、水师学堂、古炮台等甲午战争遗址
M26****974,2021/1/8,5,值得去挺好的
139****3585,2021/1/8,4,刘公岛景色很美景色不错，
M15****026,2021/1/7,5,炮台很有教育意义
默过_,2021/1/7,5,环境很好&#x20;心情大好
M36****6219,2021/1/6,4,很有教育意义
麟月ly,2021/1/3,5,这是第一次去威海，早在历史书上就刘公岛，这次去威海也是追寻历史的遗迹。&#x0A;刘公岛面积较大，体力好的小伙伴大概需要一天时间才能逛遍。岛上主要景点基本上都跟北洋水师有关，因为这里曾是北洋水师基地，是扼守京津的海上咽喉。通过一幢幢历史建筑和遗留的文物，加深了对那段不堪回首的历史的了解，感觉刘公岛不仅仅是风景名胜区，也是爱国主义教育基地。
刘公岛,2021/1/3,2,刘公岛的公共交通比较方便，距离市区不远，需要乘船到刘公岛，所以门票不便宜。散散心，走一走。
_WeCh****86495,2020/12/31,5,性价比高，总体超赞，
M14****910,2020/12/31,5,景色不错，有趣好玩，性价比高，赞！
ROMA,2020/12/30,4,一天可以逛完，一个结合教育与旅游的海岛，推荐
M34****7806,2020/12/30,5,值得游览的地方
豆兜的兜兜,2020/12/29,5,挺好的&#x20;景色好看&#x20;?纪念馆很适合缅怀先烈
肥仔小可爱,2020/12/29,5,很有教育意义的地方&#x20;学习领会甲午海战的悲壮&#x20;领略当地的秀丽风光
M23****2752,2020/12/27,5,景色不错，有趣好玩，总体超赞，
干了这杯蜂蜜抽子,2020/12/27,5,景色不错，总体超赞，有趣好玩，性价比高，现在免门票，只需要船票，岛上历史文化气息浓重，许多的历史文化馆，甲午战争纪念馆，还有珍惜动物园里面有大熊猫梅花鹿等，重点在于坐船一定要带面包！
_WeCh****41687,2020/12/26,5,风景优美，适当休闲活动，陪孩子坐船很开心
110****350,2020/12/24,5,总体超赞，景色不错，
动感谷壳,2020/12/24,5,冬季的刘公岛，太清静了，在定远舰从上逛到下三层，只有我一个人。小山不高，没必要览车，特别适合情侣，免门费，往返船费才31。
我想吃螺蛳粉i,2020/12/23,5,总体超赞，
刘公岛,2020/12/23,2,退役军人没有优惠了吗，崇军卡也没有起到作用啊
鱼莲池,2020/12/22,5,挺好的，夏天去过，就是下大雪的时候没去，要是正好下大雪的时候去就好了，想去玩，早点去晚点回，要不时间有点紧凑了，溜达的不尽兴。山顶纪念碑都没去
M42****685,2020/12/22,5,刘公岛，一次不错的出游，感触很深，我爱我的祖国！
七七小勺子,2020/12/21,5,甲午战争&#x20;很有意义的一个地方总体超赞，
JesseWhale,2020/12/21,5,总体超赞，性价比高，景色不错，
n****en,2020/12/21,4,最喜欢的是坐船那一段了，海景怡人。缆车上山实在是完全没有必要，上去看了个寂寞！！！
M27****8668,2020/12/20,4,儿童的话不适合游玩没意思，学生的话可以学习历史
_WeCh****076695,2020/12/20,5,总体超赞，
悦享人生A,2020/12/20,4,美丽的岛屿，值得一去
我要吃米饭,2020/12/19,5,总体超赞，景色不错，性价比高，有趣好玩，
kaosun_sh,2020/12/19,5,好，值得一游！性价比高，
小姐姐艾米尔,2020/12/19,5,景色不错，有趣好玩，性价比高，总体超赞，
_ceai****5795,2020/12/18,4,甲午海战的地方，爰国主义教育基地。
M22****9470,2020/12/18,5,总体超赞，性价比高，
我要吃米饭,2020/12/17,5,单独的旅行，携程定的就是方便，已经铂金会员了。
_WeCh****997966,2020/12/17,5,去年去的刘公岛，只是走了很小的一段，很适合给孩子看看，感受历史
赤橙黄绿青蓝紫-七彩梦,2020/12/17,5,景色不错，总体超赞，性价比高，个人感觉这个网红打卡点还是蛮不错的，岛上的景色非常不错，整个区域干净卫生，就是天气太热，岛上无遮无拦的有点吃不消，建议选对时间去。
tm****3,2020/12/17,5,历史意义非凡！
kaosun_sh,2020/12/16,5,勿忘历史，建立强大的海军！
WU****161,2020/12/14,5,很好下次还会去
putianliu,2020/12/14,5,不错不错??冬天去别有一番风情。挺好的。爱国主义教育基地。。
曲琉璃殇,2020/12/13,5,在海边散步，景色不错，性价比高，总体超赞，
YooYoo,2020/12/13,5,喜欢威海这个城市，靠着海，安安静静的～坐船去刘公岛，岛上很有教育意义～
龙龙仔,2020/12/11,5,很好性价比高，
携行王者53,2020/12/10,4,既可欣赏岛屿海洋的自然美景，也能体验游轮乘风破浪的感觉，更具价值的是鉴往那段斗争的历史，铭记不忘！
M42****8267,2020/12/9,5,景区很大，挺值得
豆腐花,2020/12/7,4,有些地方很值得看看总体超赞，
136****3649,2020/12/7,5,很有纪念意义，来威海值得去的景区
M56****415,2020/12/7,5,能看威海全景，很美丽。还能接受爱国主义教育。建议四到五个小时比较合适，我们两个多小时有点仓促。性价比高，有趣好玩，景色不错，
_WeCh****462161,2020/12/7,5,景色不错，&#x0A;性价比高，&#x0A;总体超赞，&#x0A;有趣好玩，&#x0A;有动物园和博物馆还有鲸鱼馆，门票是免费的，只花了往返船票钱，游玩必去景点，推荐哦～
M25****0325,2020/12/6,5,刘公岛真的太惊喜了没想到居然还有大熊猫，看到国宝真的一本满足！
青岛红瓦绿树碧海蓝天,2020/12/6,5,不错不错不错
_WeCh****503284,2020/12/6,5,个人工作顺便参观了刘公岛。近几年改造成了兼具爱国教育意义的红色旅游景点。各种文物让历史的痕迹清晰可见，伴随着一行行沉重戳心的文字记载和照片，感慨万千，民族复兴，任重道远，多难兴邦。&#x0A;定远号模型是景区中很罕见的珍品，可以登上瞭望，船内三层也仿照真实的定远号装饰，让人了解了当时的近代海军。&#x0A;刘公岛的自然风景保护的很好，近海如此清澈的海水和海市蜃楼的云雾，不虚此行。有趣好玩，性价比高，景色不错，总体超赞，
M44****3728,2020/12/6,5,景色不错，
_WeCh****826571,2020/12/6,5,对孩子很有教育意义。
_CFT****1776,2020/12/4,5,小孩很喜欢
M79****04,2020/12/4,5,孩子很高兴、很满意
凉宫 春日,2020/12/3,5,景色不错，性价比高，有趣好玩，总体超赞，门票价格便宜，对历史感兴趣的话，岛上可以慢慢逛一天！索道也推荐去坐一下，可以看到威海全景。
137****9285,2020/12/2,5,景色不错，
putianliu,2020/12/2,5,国家五A级景区。爱国主义教育基地。带孩子看看真是不错的。还有动物园。
小樊吃什么,2020/12/2,4,看到熊猫了
300****279,2020/12/1,5,十一期间来的，非常不错的景点
Marry_1,2020/11/30,5,重温历史，欣赏美景。
M25****0325,2020/11/29,5,刘公岛人真的超多，我以为我起的够早了结果去了停车场排了好长的队，但是特别惊喜刘公岛有大熊猫！！！呜呜太可爱了景色不错，总体超赞，
迪滕海姆宋襄公,2020/11/29,5,景色不错，性价比高，
Linkesunyan,2020/11/29,5,是一个爱国主义教育基地。历史告诉我们，落后就要挨打！
什未林司马昭,2020/11/29,5,刘公岛上景点很多，这里推荐几个具有代表性的景点:甲午战争博物馆，以建筑、雕塑、绘画等综合艺术展示甲午悲壮历史的大型纪念馆，整个海战馆气势宏大，外型有如几艘互相撞击穿插的船体，坐落在当年旗舰定远号搁浅的地方，悬浮于海上。18米高的主体建筑上塑造了一尊15米高的北洋海军将领像，为国内人物雕塑之最&#x20;北洋海军提督署&#x20;北洋海军提督署是威海的重要古迹。清光绪十二年（1887年），朝廷建立北洋水师，并设督署于岛上，习称北洋水师提督衙门，是北洋海军的指挥机关。&#x20;水师学堂&#x20;我国目前唯一一处有迹可寻的清代海军学校威海水师学堂，历经114年风雨，经过3年紧张修复，在甲午海战110周年之际正式对外开放&#x20;刘公岛博览园&#x20;刘公岛博览园是一处融刘公岛悠久历史与丰厚文化于一身，集高新技术与精湛艺术于一体的综合性景点。巨幅彩玉壁雕、大型东阳木雕，集中讲述刘公岛的根源文化——刘公文化
JS28,2020/11/29,4,还行吧&#x20;十一人比较多
180****3329,2020/11/28,5,景色不错，总体超赞，性价比高，有趣好玩，很值得一去的地方，下次会去
飘零逸风,2020/11/28,5,过于安静，很多景点没开放，喜欢安静的是个好去处，并能理解一些历史课本上没有的关于甲午海战的故事
Chara_623,2020/11/28,5,国庆出游，排队井然有序，天气非常好，因此体验也很棒。里面的缆车另外收费，但景色绝佳，非常值得尝试。
M45****119,2020/11/28,5,值得去的。
M19****008,2020/11/28,5,刘公岛位于威海湾内&#x20;是威海市的海上天然屏障，在近代，这里发生过可歌可泣的悲壮的中日甲午海战。&#x0A;如今的刘公岛风景秀丽，岛上遗留和修复了大量的北洋水师时期的建筑和文物。这里已成为人们观光和接受爱国主义教育的好地方。
可爱的小宝贝贝,2020/11/25,5,景色不错，有趣好玩，性价比高，总体超赞，还不错，船还挺平稳的，孩子玩的也很开心
WU飞飞,2020/11/25,5,非常不错！随购随用！服务周到！景色不错，
_WeCh****909700,2020/11/25,5,景色不错，有趣好玩，
diky_2008,2020/11/25,5,6.67E+61
刚哥1013,2020/11/22,5,今天夏天的时候，我们到威海去旅游，然后我们又到到刘公岛去游玩了一番，这里曾经是我们海军的的发源地和现在也成了我们革命教育的一个好的地方
古瓦伊玛雅,2020/11/22,5,景色不错，总体超赞，
阿骆的阿骆,2020/11/21,4,风景、园林绿化还是不错的。
M28****6767,2020/11/21,5,总体超赞，景色不错，性价比高，
M19****033,2020/11/21,4,甲午海战相关景点都不错，也有动物园等适合小朋友的设施，乘船上下岛体验不错，有海鸥跟随。
泡饭车车,2020/11/21,4,岛边的海水很美，岛上爱国主义教育基地之一
yingchun123,2020/11/20,5,威海必游的景点之一，非常值的一游
M32****040,2020/11/20,5,景色不错，
淡花罗,2020/11/20,5,有趣好玩，总体超赞，
米米,2020/11/19,5,总体超赞，性价比高，
M43****5612,2020/11/19,5,太值得来的地方了，景色宜人，还有历史见证保留着大量的文物。要好好品味生活哦！
189****4351,2020/11/19,5,【景色】景色非常的不错。&#x0A;【趣味】地理位置很不错。&#x0A;【性价比】记录了历史。
h****kb,2020/11/18,4,景色不错，值得一去
M35****1732,2020/11/18,5,来刘公岛才知道一个强盛的国家是多么幸福，
yn大地飞鹰,2020/11/18,5,总体超赞，景色不错，
M88****66,2020/11/17,5,非常满意哦
M25****354,2020/11/17,5,第一次去刘公岛，很有意义的一次行程，见证了历史的变迁，国家的富强。看到海防炮印证了一句话：真理只存在于大炮的射程内，国与国之间只有利益关系。
刘公岛,2020/11/17,2,人多，排队，景区管理差，景区管理的电瓶车排队，引起了游客公愤，大家排队很久 居然有的导游可以带人就提前插队走了，引起公愤。排队到快要上车的时候，景区安排人员不是按先后顺序上车，要按管理人员口中的人数上车，令人匪夷所思，景区管理水平极其低下
走多远走多远,2020/11/16,5,清明节假期游览的，很美很安静，傍晚，游客离岛了，安静的只剩下我们和猫。&#x0A;岛上的纪念馆值得餐馆，鲁美设计的，很有气势，也学习了很多东西。
卡拉科尔文征明,2020/11/16,4,景色不错，
卡利亚诺宇文护,2020/11/16,5,刘公岛上有两个比较著名的旅游景点，一个是甲午战争纪念馆，一个是历史选择纪念馆，如果对这两个题材有兴趣的话，3-4个小时是没问题的。&#x0A;甲午战争纪念馆，详细的讲述了甲午战争的经过，北洋舰队的创建，军舰的类型，排水量等等，其实仔细看下来就能明白为什么在甲午海战中，我们的士兵很勇敢，最后和对方一起沉没了，李鸿章对北洋舰队很支持，但是最关键的是，我们的海军的经费不足，三年没有添置新设备，我们的大炮的数量也是不够的，总的舰队的排水量只相当于日本舰队的一半，这场海战***人只当是一个小小的局部战争，日本人却是举国之力，由天皇亲自领导的，一战成名，打掉了大清帝国的威风，为日后的侵略奠定了基础。&#x0A;历史选择纪念馆虽然是图片展，但是特别详细，有很多资料是外面看不到的，尤其是最后面介绍的，几大著名的间谍案，其中有一个已经做到了国务院某个部门的局长，2005年的时候受审，成为了一个台湾特务有确凿的证据，其实收买他也才花了几十万的美金，在北京来说并不是很大的数目，不知道真有这样的人，就这么甘心愿意***求荣，放弃了这么好的工作，放弃了对伟大祖国的热爱，背叛！性价比高，有趣好玩，景色不错，总体超赞，
雨中韵,2020/11/15,5,景色不错，性价比高，
从自默,2020/11/15,5,非常棒的景点，有非常多的美丽景色，票价也是非常便宜，非常的棒，喜欢外出旅游的朋友可以来试试，一定不会让你失望，岛上不仅风景美丽而且设施齐全，简直太棒了
M25****948,2020/11/15,5,很有教育意义的景点，风景很美，票价包括往返刘公岛的船票，很划算！
lmc2009,2020/11/15,5,刘公岛位于威海湾内，面积3平方公里多，是威海市区的海上天然屏障。在126年前，这里发生了震惊中外的中日甲午海战……&#x0A;如今，岛上旅游资源极为丰富，除了自然风光秀丽，人文景点众多，是人们旅游观光和接受爱国主义教育的场所。
d17****076,2020/11/14,4,景色不错，
牧子gloomy,2020/11/14,4,威海没啥好玩的，刘公岛就显得鹤立鸡群了。刘公岛风景一般般，玩玩码头附近的景点就可以了，登高望远没什么必要，因为登高后视野不好。
柏拉图的永恒88,2020/11/14,5,景色不错，
哈哈多好,2020/11/13,4,非常漂亮的岛屿，风景非常美丽，看着一望无际的大海心里非常舒服，好地方啊。
shenlanxingyu,2020/11/13,5,刘公岛啊，曾经的北洋水师驻扎地。
