user,time,score,comment
威海华夏城景区,2020/12/11,5,"祝我生日快乐！这次没有大盘子吃喝而是以旅游的形式。很顺利到达华夏城。牌坊气势恢宏，假山楼阁，九龙戏水，空中钢丝和玻璃栈道等，整个城池据说是耗资几个亿打造，华夏城我来看你了！疫情期间门票免费。我们没有坐电瓶车，全程徒步仔细浏览每个景点。部分在升级改造，不影响我的兴致。冬日暖阳，风光无限，风景如画！
                            
	                            
		                            "
威海华夏城景区,2020/12/8,4,"推荐理由：
彼此出行是带着妈妈的，她就很喜欢，如果是带有长辈还是比较推荐的

交通：
市区内，打车公交车就可以到，很方便

tips：
第一，我去的时候还在建新的场馆，所以有的地方被封了，不让进
第二，这里的所有建筑都是人工建筑的，偏古文化
第三，上午进去，一直转也要下午出来，得5个小时吧，拍照啥的
第四，里面有卖吃的，但是不多，可以自己带点
第五，推荐做观光车，因为太大了，纯靠走是真的累
第六，里面有很多网红的打卡景点，玻璃桥等
                            
	                            
		                            "
M29****3240,2020/12/6,1,全部人造景观&#x20;&#x20;连石头都是人造的，&#x0A;路标指示没有&#x20;&#x0A;&#x20;5A景区标准是什么是怎么评上的
威海华夏城景区,2020/12/6,4,"听闻威海现在A级景区免费，那就过来看看吧。华夏城位于环翠区，距离韩乐坊很近，门口可以免费停车。周边有施工的项目，胶东民俗文化展区是华夏城景区最具特色的景点之一，利用蜡像、灯光、音响、实物的表现的方式将胶东老百姓的日常生活和胶东历史的变迁生动有趣的展示出来，婚嫁、祭海、打谷场等栩栩如生的生活场景尽显胶东当地的民俗风情，再现胶东劳动人民的勤劳、智慧，值得一看。景区里车票30一个人，个人感觉没有必要买，大约转了不到2个小时就出来啦，还有网红玻璃栈道等景点。
                            
	                            
		                            "
长路漫漫-雨纷纷,2020/12/5,5,还不错，这个季节风景也还可以，溜达玩耍还是不错的，玻璃栈桥蛮长，看着下面会晕晕，正常走不怕，游玩项目少了点，如果再多一些更好。
林深不知寒,2020/12/5,3,有待改进，
威海华夏城景区,2020/12/5,5,"十一和父母一起去的，人非常的多，还好有观光缆车，每个站点都会停，可以下车游览后，再上车去往下个景点，解决了父母腿脚不便的问题。一路坐车登顶，很是惬意。登上山顶，看着远处风景，心情也顺畅了很多。玻璃栈桥不算高，风景不错，可以尝试。
                            
	                            
		                            "
威海华夏城景区,2020/12/5,5,"五月榴花照眼明，枝间时见子初成。
去了两次的威海华夏城，还是忍不住的说下里面的壮观。
5a景区，去了两次了。感觉每次去都特别震撼，进入眼帘的是壮观大气的华夏城门。进去以后，里面说各种精彩绝伦的表演，还有地下防空洞，整整一座大山，我们不停的走，逛了4个小时才走出来。
有些震撼是说不出来的，语言是最无力的表达
第一楼牌，华夏阁，龙王庙等景点
我觉得这个景区，对得起这个名字
此生无悔入华夏，来世还做中国人
交通：
交通方便，公交车直达，离威海站也特别近
推荐理由：
体现视觉上的盛宴
                            
	                            
		                            "
威海华夏城景区,2020/12/5,5,陪家人们一起过去的，设施条件都挺好的，只是游乐项目性价比不高
_CFT****1776,2020/12/4,4,没想象好。
M44****582,2020/12/2,5,地方挺好，有一些爬上爬下的游乐设施。有趣好玩，景色不错，。
威海华夏城景区,2020/11/25,4,"2012年报团去的威海，行程安排了到华夏城，记忆犹新的就是那里的杂技表演，现场看真是惊心动魄丫，那么高下面也没有保护，直害怕，还有里面的卫生间，男厕叫俺哥，女厕叫俺姐，里面景色很美，10月花也挺多的，值得一去。
                            
	                            
		                            "
特雷姆斯比特尔吴承恩,2020/11/24,5,性价比高，景色不错，总体超赞，有趣好玩，不错不错不错不错不错不错
悠然自恰,2020/11/23,5,景点有趣好玩
铃鹿市李治,2020/11/22,5,环境好，景色秀丽&#x0A;【趣味】饮食不够，超好吃&#x0A;【性价比】超好
_WeCh****503535,2020/11/20,5,总体超赞，景色不错，
威海华夏城景区,2020/11/20,5,"威海华夏城5AAAAA景区！分享三天朋友圈免费取票！一入园古色古韵、风景如画！景区处处都是美景，别具匠心的设计，造型独特的风格。特别是5D玻璃桥高空80米！栈道370米！游客们人山人海走着！一点都不恐惧！纷纷拿起手机拍照留念！
                            
	                            
		                            "
YouYKK,2020/11/18,4,不错不错，非常不错。景色还是很不错的，建议做景区的观光车，先到玻璃栈道，然后再去其它景点慢慢走慢慢看最后做观光车出来，性价比还是很高的，只是交通有点不方便，公交车要等很长时间大约一个小时一趟。当然打车就无所谓了！
木公小子,2020/11/18,5,景色非常的好，非常值得去看一看
威海华夏城景区,2020/11/18,5,"在威海这么多年一直没去过华夏城，这次心心念念的华夏我来啦。游人还是挺多的，有小山有水，虽然不高哈哈，层次分明，还有适合小朋友玩的游乐设备，特别适合一家人周末出游，玻璃栈道，个人觉得还好啦，不高不吓人，门票几十块钱，看个人需求。转一圈快的话差不多一两个小时，挺好的，出发吧。
                            
	                            
		                            "
威海华夏城景区,2020/11/17,5,"想不到威海还有这么漂亮的一个地方，喜欢威海，喜欢华夏城，这次时间有点紧张，有些地方没有走到，如果再有时间的话，流出四五个小时，好好转一转，玻璃桥很刺激啊没有看到演出有点遗憾。此生无悔入华夏，来生还做中国人。能把荒地开发成这样，中国人了不起
                            
	                            
		                            "
威海华夏城景区,2020/11/14,3,"去华夏城是因为转发朋友圈免门票才想去逛逛 其实里面没多大 玩的项目也不少 不过大多数都要另收费 感觉要是正价门票进去再玩这些有点不值当 感觉也没有多少特别有特色的东西吧 玻璃桥没有别的地方的高收费还比别的地方贵 不会再去了
                            
	                            
		                            "
135****0945,2020/11/12,3,不好玩，都在建设中，去哪里都是拦着，都是人造景观，还很假，下次不会再去了。
没有一棵小草自惭形秽,2020/11/9,5,一段愉快的旅程。
威海华夏城景区,2020/11/8,5,"交通：小伙伴开车去的，感觉还是比较方便的
推荐理由：
华夏城最重要的意义在于他是生态环保第一城，是在矿坑和矿山的基础上修建成的，光是这一点就很赞
玻璃桥:一次难得的体验，还是蛮长的，不过不可以往返的
步步惊心:有玻璃的也有木板的，长度应该和玻璃桥差不多吧，下面有一部分是湖面，往下看有点怕，也还好，主要是有点费胳膊。
彩虹滑道:就是从高处滑下来，不是特别刺激，很快就滑下来了
还有很多免费的项目，比较适合游玩，比较威海也没有大型的游乐场
还去了人民防空教育馆，这个很赞，值得了解和学习
                            
	                            
		                            "
威海华夏城景区,2020/11/8,5,"华夏城是这次旅游去威海特别想去的地方，网上购得票99元，有停车场可以免费停车，周边还在建设中，但华夏城已经完成各个方面的建设，里面的很多项目适合各个年龄段，彩虹滑道很刺激，玻璃桥也够冒险，无论是建筑面积和风格，都可以让你感受威海是一个聚神奇又美丽的城市！最好仔细在里面待一天，很多项目值得体验！
                            
	                            
		                            "
e03****79,2020/11/7,5,里边商店的价格非常亲民。人都很朴实。我家孩子掉进水里了，商店里的人就把一切可以换的衣服都拿出来了。很不错的地方
威海华夏城景区,2020/11/7,5,"刚开通时去的
交通很方便，位置很好找
空中栈桥很不错，从上面看风景如画（就是人有一点点多～～）
还玩儿了步步惊心，虽然不算高，但感觉还是很棒的～～
还好天气不算热，太阳不够大，没有被晒黑～
时隔多年再来华夏城，很开心的旅行～～～
                            
	                            
		                            "
威海华夏城景区,2020/11/7,5,每年来威海的朋友我都推荐他们来华夏城，他们都很喜欢这里的环境，听说我们恒大御龙天峰的售楼处马上开放了，都组团来旅游加看房
威海华夏城景区,2020/11/7,5,华夏山海城，威海市5A级景区。整体人文气息很好。夏园，禹王宫，三面圣水观音。听说，恒大在附近要开一个新楼盘——恒大御龙天峰天峰。这样更曾加了这地方的人气，好期待哦(?-ω-`)！
Erica_Sun,2020/11/5,5,景色不错，有趣好玩，
_WeCh****37036,2020/11/4,5,景色不错，挺好的
威海华夏城景区,2020/11/4,5,华夏城的锦鲤，可爱的成群结队(?? . ??)
132****1002,2020/11/2,1,出来玩就是为了开心，破服务真恶心，玩完步步惊心往下走，到火车头位置，问保安路，态度极其恶劣，说自己找指示牌，我也不知道，这种保安留着干嘛？景区一般
圣于尔萨讷杨林,2020/11/1,5,性价比高，
卷首语呢,2020/11/1,4,感觉一般，新建景区。
威海华夏城景区,2020/11/1,4,"大学暑假和闺蜜过来的，想着同城周边游离家就近，又能满足高铁的小心愿，首选威海华夏城了，当时去的时候游园大多是老人和小孩，一天的时间不急不慢逛逛园子是足够了，只是当时去的时候游园小吃不太多，建议自己外带零食，推荐防空人民教育馆，适合小孩子学习知识，以后也会考虑带爸妈来游园
                            
	                            
		                            "
威海华夏城景区,2020/10/31,4,"地址位于山东省威海市环翠区华夏路一号。坐的大巴过去的，报的团，性价比特别高。华夏城一直很想去的地方，国家5A级景区，绿水青山，清风明月，景色很美很美，空气特别好，挺大的地方，东方古典文化特点，下次有机会还会再去。
                            
	                            
		                            "
呆萌柒柒呀,2020/10/30,5,还不错，如果单纯看景的现在10月底没啥看头，但是因为买了套票，体验了玻璃栈桥彩虹滑道还有步步惊心，玻璃栈桥以前在别的地方玩过，这个的话不咋吓人不咋高，但是架不住够长啊！网红彩虹滑道我也终于体验到了！不吓人！还有步步惊心感觉更不吓人了，还不如走水上的，毕竟水上的掉下去会全身都湿需要更要无比认真哈哈哈哈。说实话玩过的项目没啥感觉，不过玩刚开始进门那块有个滑梯让我心一紧，因为太快了！还没反应过了，就嗖就下去了。不过玩了一圈准备出去时候，又体验了一下哈哈哈。
威海华夏城景区,2020/10/30,3,"loc:华夏城
date:oct.10.2020
带着不能自己走的娃娃和穿小红外套的妈妈，在本地一位阿姨的推荐下去溜达了会，艾玛，我只能说一言难尽……
景区内游玩项目都要另外花钱，主要还真的没啥意思，玻璃栈道还好吧，还有一个彩虹滑梯还能玩玩，一次25块，三秒到底二十五块，呃，想再玩，就再三秒二十五块，性价比可还行？还有其他的几个，呃，不想说了……景区还没建好，现在有点看头的地方，有点少的可怜，去时白天，好像有个旋转的大船是舞台，可能晚上有演出？白天看着是光秃秃的，呃，总之，无比之无趣……为啥那么多好评呢……
                            
	                            
		                            "
