user,time,score,comment
一杯苦咖啡912,2021/3/21,5,很好的景区&#x20;就是时间太赶&#x20;没有完全游览&#x20;建议还是购买景交这样节省时间体力&#x20;有机会再去景色不错，
活宝吕,2021/3/19,5,总体超赞，景色不错，
COLAR,2021/3/19,5,非常好很满意
M44****5013,2021/3/18,4,景色不错，
烟台南山旅游景区,2021/3/14,3,"这次去是十一月，疫情也没怎么严重，碰到网络购票双十一打折，还算比较优惠的，要不100一张门票，25的来回车，确实有点不值，除非有体力有能力把景区全转下来，有的馆还不开。南山大佛跟玉佛殿是景区重点，殿内大佛带电梯的还是第一次见，祈福保佑
                            
	                            
		                            "
小小义义,2021/3/13,5,值得一去景色不错，
hi_****lu,2021/3/12,4,真的挺不错的，和无锡灵山景区有相似的地方，很宏伟
烟台南山旅游景区,2021/3/12,5,"全国都变成了低风险区，恰逢过年期间，又正好在烟台有点事情要办，查了下附近的景点，就和朋友一起想约来了南山。过年的气氛还是很浓郁的，南山禅寺的香火也相当旺盛，我也应景上了几柱香，顺道再逛了逛，觉得还是挺值得来一趟的。
                            
	                            
		                            "
136****6777,2021/3/11,5,景色不错，值得去的地方性价比高，总体超赞，有趣好玩，开心每一天
烟台南山旅游景区,2021/3/9,5,"天气暖和和朋友过去的。
景区很大，一天逛不完，人也比较多。做游览车可以到玉佛，不坐缆车的话，走路太远了。
比较遗憾的是，听说下午有喷泉?，但是也没等到。
中午吃饭的话，我们在南山大佛下面吃了简餐，简餐不太好吃，比较咸，量也少。但是价格没有特别贵，还能看看广场上的鸽子?，挺好的。
 总体来说，很推荐大家在春天暖和的日子里来，景区够大，也很丰富，适合家人朋友一起来。
                            
	                            
		                            "
M34****8347,2021/3/4,5,和爸妈一起去的，不错，价格也是实惠的可以接受
烟台南山旅游景区,2021/2/28,4,"正月十六去拜佛。
门票原价120，现在半价60。
一开始听闻半价很开心，进入了之后才明白便宜有便宜的原因。室内场馆因疫情都不开放。
除了大佛那里人多，其他地方都没几个人。
景区观光车25，可以省去步行的劳累。
祝大家新的一年平安喜乐
                            
	                            
		                            "
烟台南山旅游景区,2021/2/28,5,"南山旅游景区为国家5A级旅游景区，90年代刚建成时去过一次，这次是陪父母来的第二次。
南山古称卢山，位于黄县城南，山虽不高却自古有名。相传晋代卢童子学道于此升仙南山，即成为道教名山，盛时山中寺观林立，有神仙宅之誉。
最有名的南山大佛高38.66米，重380吨，选材锡青铜铸造，由232件佛体、108块莲花瓣、302个发髻、共642块锡青铜铸件组合而成这座举世罕见的锡青铜释迦牟尼大坐佛，堪称目前世界第一铜铸大坐佛。
                            
	                            
		                            "
M45****8190,2021/2/26,5,还算很不错
托泽尔元雍,2021/2/26,5,景区非常干净，车辆和行人也非常有秩序，是个游玩的好地方
烟台南山旅游景区,2021/2/25,3,"春节假期期间前往，票价60每人，70岁老人以上免费，需携带身份证购票。
园区较大，建议乘坐景区车，25每人。
车子第一站停靠南山禅寺，建议这里下车，观光后有通道前往南山大佛，然后再南山大佛脚下其他景点，这样路线不走回头路。
疫情期间好多景点都不开，坐车最后一站去的玉佛殿也没开，下车后只有各个朝代自费拍照景点，不建议去。
                            
	                            
		                            "
香草味宇宙少女,2021/2/24,5,台阶很多，四百多个，大佛很高，小驴很好，收费还行，一桶泡面10块钱，一瓶怡宝5块钱，一根烤肠5块钱，还不错。景色不错，
双手揣兜儿,2021/2/24,5,每年春节都要来一次
jxj1965,2021/2/24,4,景区规模很大，重点南山大佛。其他按各朝代顺序建造的场馆。
135****3226,2021/2/23,4,景色不错，6
_wap1****0958,2021/2/21,5,非常棒的酒店
M12****258,2021/2/21,5,景点非常好，干净漂亮，服务态度非常好，票价近期非常便宜，很满意的一次旅行
烟台南山旅游景区,2021/2/20,5,"今天去龙口南山大佛，从青岛出发两个半小时就到了，人不是很多，但是停车场停满了车。停车场收费很亲民，10元随便停。开放的景点不是很多，室内的景点因为疫情都关着。严华世界，可以去看，但是没有喷泉表演。财神殿倒是香火旺盛。
                            
	                            
		                            "
烟台南山旅游景区,2021/2/19,4,"过年出去转转
南山景区
停车?费用10块钱，车位够用
景区门票标价120，我们初5去的网上订票100-现场买票也是100
但是没有身份证的必须窗口买纸票
刷身份证进景区。健康码?14天行程
景区很大，坐电瓶车2个小时就能逛完一共两个坐车景点，不做电瓶车走路很费腿，
第一次去不了解，门口也没有标注那些景点不开放。
感觉不太值100门票钱?25游览车
正好初5去拜了拜财神爷，看到有游客买的高香，点上插到香炉里，人走就工作人员拔出来扔掉。不知道什么原因。
总体体验一般吧。
                            
	                            
		                            "
_M13****8928,2021/2/17,5,新春祈福很好??
_WeCh****894727,2021/2/17,4,景色不错，
M28****4231,2021/2/17,5,景色不错，
烟台南山旅游景区,2021/2/17,5,"福如东海 寿比南山说的就是这里啦
从烟台开发区自驾过来高速一小时
春节人还挺多的
空气和天气都非常好

门票淡季100元 观光车25一人往返6公里，主要拉你去看药师玉佛拜健康，但是重点来了现在疫情玉佛殿不开门，而观光车不告诉你不开门，只为了卖票，一车人到了才发现不开门，就很**（佛门重地，自行脑补），然后拉你去玉佛殿周围商业化的景点，双击**，所以现在去的话，不用买观光车，也不用去玉佛殿，就看看南山大佛就好了！

南山禅寺也不开门，所以100票价只能看到个南山大佛，但是新年嘛！祈福也很开心保佑全家平安健康是每年的心愿
                            
	                            
		                            "
海东青族,2021/2/15,5,南山大佛景区总体来说还不错，景区设施比较完善，卫生环境也比较干净，旅游的线路提示也很清晰。我们是大年初四去的，唯一不足就是多个场馆不开，受疫情影响可以理解，但在票价上是不是应该优惠打折呀，最重要的是这么远开车去拜玉佛还没开门，只能扫兴而归。
M24****3036,2021/2/15,5,总体超赞，
_WeCh****39749,2021/2/14,5,有趣好玩，过年期间人不是很多。挺不错的。
202****703,2021/2/13,4,每个景点距离较远，有观光车可以坐，值得去一次看看，大佛还是比较震撼的，玉佛也不错。景点很多，建议不必全去，看几个主要的就行了。
烟台南山旅游景区,2021/2/13,4,"大年初一来，人还不少。民俗园因为疫情不开放，但票价还是这么贵。历史园挺远的，不坐车去不了。登山俯瞰一下南山集团以及龙口还行。
特色景点也就大佛了，爬爬山锻炼一下。
大BOSS的大名在功德无量最中间。
一些介绍和宣传内容细看错别字，标点符号错用还不少，减印象分。
                            
	                            
		                            "
烟台南山旅游景区,2021/2/4,5,景不错，坐观光车游览是一个不错的选择，价格也合适
烟台南山旅游景区,2021/1/30,4,"南山大佛，在景区内，春天快来了，游人也比较多了，值得说的就是空气了，空气清新，可以步行登山，看看周边的风景，这两天爬山的人也比较多了，在交谈和闲聊中，漫步在曲径蜿蜒的山间小路，让人心旷神怡，爬到山顶俯瞰市区，确实风景秀丽。
                            
	                            
		                            "
M48****453,2021/1/29,5,总体超赞，
烟台南山旅游景区,2021/1/27,5,"烟台南山旅游景区是5A级景区，从青岛自驾过去，青龙高速大约2个半小时，2百公里多一点，景区停车方便，可以在大众点评买票，非常方便，夏天去的，景区台阶很高，爬上去有点累，大佛非常壮观，山下有华严寺，值得打卡！
                            
	                            
		                            "
61****707,2021/1/26,5,就是一个人造大佛，附近的海景很好的。
156****1685,2021/1/25,5,总体超赞，
大卫Flying,2021/1/20,4,全国5A景区的门票价格都是那样，都在一百以上，个人觉得门票价有点贵，现在几乎所有景区里，都有摆渡车，但门票价不包括摆渡车，也不包括园区里其他小景点的门票（此景区我不知道有没有小景点门票，因为当天天气不好，风很大，只游览了大佛就离开了）
M43****6099,2021/1/11,4,性价比高，
c_c119,2021/1/10,5,遇到一见钟情的地方&#x20;夏天还会去的&#x20;这一次就安静的调养身体
马尔萨克唐纳德,2021/1/9,5,景色不错，
三月里的阳光14,2021/1/8,5,龙口南山大佛和中华世纪园，这两个景点给我留下了深刻的印象。
烟台南山旅游景区,2021/1/7,3,十二月最后一天去的，刚下完雪，总得来说体验不好，刚去的时候，小交通说可以单独拉我们到祠堂，结果最后告诉我们祠堂现在去不了，这不骗人吗，有些地方也没开放，最好是忘记去。
M37****841,2020/12/27,5,超好的体验
苍狼1994,2020/12/26,5,总体超赞，
_WeCh****01512,2020/12/23,4,还可以，挺不错总体超赞，有趣好玩，性价比高，景色不错，非常好
烟台南山旅游景区,2020/12/22,5,每年必需去的朝拜地方-南山大佛
e15****24,2020/12/17,5,挺好的，不错！
九尾狐李弱水,2020/12/16,5,非常愉快的游览，不久后还会去
克东亚伦,2020/12/9,5,性价比高，景色不错，有趣好玩，总体超赞，
lkxiaohong,2020/12/7,5,满意，风景很美，建议错开旅游高峰期去，这样能更好的感受自然风光性价比高，景色不错，总体超赞，
烟台南山旅游景区,2020/12/4,4,"这里是现代人建造景区，面积很大。山上面有金色大佛，整个建筑群很有气势。
时辰到了的时候，会想起佛经，金色荷花还会开放，花开了，中间是坐佛。整个仪式感十足。佛教气场强大。公园里绿化做的不错。绿树成荫。晴空万里的时候拍照景色宜人。
                            
	                            
		                            "
烟台南山旅游景区,2020/12/1,4,"从北京去威海，小住几天，在龙口停了一站，带老人到南山大佛风景区转转，接近冬天了，景区人不算多，大佛是那么的宏伟，建的真好，别的设施也花了功夫，在顶上可以看到大海，还有一个养老项目，总体还是不错，就是门票有些太贵了。
                            
	                            
		                            "
_WeCh****86407,2020/11/30,5,总体超赞，
烟台南山旅游景区,2020/11/30,5,"推荐理由：
是一个清心养性的宝地。
办了年卡，基本陪伴它四季，每周得去一次。在下午三点左右进去，此时游客稀少，大部分是出景区的。尤其是在道院附近，基本就没有游客。
南山的卫生真的没得说，落叶也基本迅速被清理干净。
每次去了都有一种清心静气，感觉整个人从里到外都变得干净，气都够喘了。
                            
	                            
		                            "
烟台南山旅游景区,2020/11/28,4,"交通不是很好，下了高铁站还打算吃个饭再去，结果周边空荡荡的啥都没，打了个车去了市区，在网上走人说可以自己带香去拜佛，于是两个人在路边花了75买了六枝高香打算奢侈一把，店铺老板娘乐呵呵的说去了直接带到山顶去烧香有火，自己不用带火。结果去了香火不让进山，就一个大佛。玩了一个半小时就出来了。在门口一个三面佛那把香用了。又打车返回，没啥玩的
                            
	                            
		                            "
M35****7934,2020/11/25,4,还可以去一次
M22****3739,2020/11/22,5,景色不错，
烟台南山旅游景区,2020/11/21,5,"来龙口出差了这么多次，都没来过南山大佛，这次正好赶上初一，老板带我们来拜拜佛~！
第一次来这里，真的被震撼到，阶梯足足有400多个，很高爬起来很累~小伙伴还要比赛上去。。最后上去累的胃疼哈哈哈，真的得加紧锻炼身体啊~~投了香火钱拜了拜南山大佛，还去拜了药佛，希望保佑无病无灾~整个南山景区特别大，里面都有那种小车可以带你去每个景点~我们由于还有工作要做，就没有全部逛网，下次如果有时间一定带父母来逛个遍！真的很清静很神圣
                            
	                            
		                            "
我天天向上,2020/11/15,5,景点不错，建筑宏伟，电瓶车方便
118****629,2020/11/15,5,如果景点再能提升改造一下更好！值得浏览一下。不能去太多次！n
A-徐文軍,2020/11/13,5,景色不错，
烟台南山旅游景区,2020/11/13,5,"龙口南山东海海景印象
这是隶属于烟台市的一个县级市，当地人都称为东海，就知道是海边儿大景区；来此一游是感触良深。
首先是空气清新，往往海边那随处可闻的海腥味在此却没有；二是干净，车在东海跑了几天竟无灰尘，这在北京可是真不敢想！三是海鲜很便宜，赶上螃蟹虾耙子最丰满的季节，鲜肥不说，价格大蟹50左右一斤虾耙子20元一斤。四是生活费用不高（与海南比一个天一个地），土豆0.9元，巨峰葡萄2元一斤，在外面吃顿烤肉，3个成年人含饮料才花了300大洋
                            
	                            
		                            "
M34****5367,2020/11/7,5,超级的不错
烟台南山旅游景区,2020/11/5,5,"南山大佛是龙口必玩的景区，离龙口市不是特别远。打车很快就能到。园区很大，进去之后有观光车。观光车的第一站要下坡，再上山才是南山大佛，如果不想走下去，再上山的话，下车的地方，沿着车路往前走，很近，就是正对着大佛的那个门。出来之后可以继续上车，去后面的景点。药师佛的大殿一定要去看，里面三层，有扶梯，真的超级震撼。
                            
	                            
		                            "
七月523牛妈,2020/11/4,5,今年国庆期间去了龙口，超出期望，小城人不多，空气好，也比较干净，物价不高。住的是龙口国际会议中心，房间很满意，窗外风景好；南山风景区很大，很不错！
烟台南山旅游景区,2020/11/1,4,"钱钱钱，全是钱，医务人员没有任何优惠，国庆假期去的，整个是个爬山的旅程里面也没有吃的，不信佛所以省了香火钱走错路了，有一半景点没转就莫名其妙出来了。晚上住在景区内的酒店。360蹬阶梯有的爬
                            
	                            
		                            "
齐根哈根隰朋,2020/10/30,5,应该是当地比较拿的出手的景点了
铁血残阳,2020/10/26,4,景色不错，值得一看
烟台南山旅游景区,2020/10/26,4,"龙口这边最大的景点可能就是南山景区了 需要开车进去里面很大 最好能往里面多开点要不然需要走好远 走一半的时候有摆渡车 上去是不收费的 回来的时候一人两块钱送到停车场  走到售票处就能看到  福如东海 寿比南山的假山 从山脚下就能看到大佛 里面特别大要逛能逛一下午
                            
	                            
		                            "
下架的学长,2020/10/25,5,太大了，建议必须买电瓶车票，否则，，，3天也赚不完
M22****6932,2020/10/25,5,谢谢点评了
不知道0519,2020/10/24,5,爬爬山活动一下
彩虹西安,2020/10/23,5,有趣好玩，
_WeCh****865616,2020/10/22,5,真的是一次难忘的旅游
烟台南山旅游景区,2020/10/20,3,"南山风景区位于烟台市下属的龙口市，南山景区面积很大，由几个不同的主题组成，主要是历史人文加佛教文化，但所有的场景均为现代打造，周边的自然风光属于胶东丘陵地貌，视野还是比较开阔的。

提示：南山是AAAAA级景区，这一点还挺意外的，门票加上小交通接近150元，有点小贵，对佛教文化感兴趣的朋友可以去看看。

到达：南山景区距离烟台市区比较远，自驾前往大概需要一个半小时，景区内停车比较方便。如果不方便自驾，建议购买一日游。
                            
	                            
		                            "
烟台南山旅游景区,2020/10/18,5,就在南山大佛下边居住，一年也上不来几次，风景确实不错就是 路途遥远爬的怪累的，上山前就想坐车 但是为了锻炼的目标忍住了，爬完一天感觉好充实 有是元气满满的一天
烟台南山旅游景区,2020/10/18,5,"坐落于山东省烟台市龙口市南山旅游区的南山大佛。由锡青铜铸造出这座举世罕见的锡青铜释迦牟尼大坐佛，堪称目前世界第一铜铸大坐佛。?

本来就是依山而建，地理环境就很优美。景区内绿化同样做得也很好，空气新鲜。
登上200多层的台阶，到达亚洲最大的铜佛的脚下，被阳光衬托的更加庄严壮观。观摩的同时还可以站在缓台上俯瞰山下景色，画面让人记忆犹新。

?营业时间：07:30-17:00
门票：120元
坐标：山东省烟台市龙口市南山旅游区内

是国家5A级旅游景区。
??tips：
园内的南山禅寺、香水庵、南山道院、灵源观等均为晋、唐遗迹（最值得去参观的）
游玩线路中的著名景点有：
1??南山大佛
2??南山药师玉佛
3??南山华严世界（位于南山大佛广场东北侧）
4??南山禅寺
5??南山道院
                            
	                            
		                            "
怪逗三不知,2020/10/17,5,景色不错，值得推荐，体验很好，
华华,2020/10/17,5,值得推荐，景色不错，
烟台南山旅游景区,2020/10/16,5,"南山大佛

山东省烟台市龙口市
第一次去和同事们一起呼呼啦啦一大帮人
从烟台出发在车上欢声笑语时间很快就到了
下车就感觉这里的气氛很是清新脱俗
我们来的时候人很多但是不拥挤 非常开阔明朗
观光的路程很足 也有摆渡车 
摆渡车开的非常刺激惊悚 园里的道路高低起伏不定
有过山车的感觉 流连忘返 
好好好 推荐推荐
                            
	                            
		                            "
烟台南山旅游景区,2020/10/13,4,"景是好景，佛也是真大，整体园林都很好，差一星就是门口的服务了，十一期间人本来就多，还不早做准备，停车场到是人多，这不让停那个不停的，我看人家（当地车）就是直接开到门口了，到我们就拦下让进了一个学校停车场，而且是越早来的越吃亏，必须停到最里面，都是车位又不会因为前面车位停车影响后面交通，应该是早到早得呀，停好车走走走才能到真正的门口，现在都什么时代了，网上居然只能买成人票，老人小孩的统统需要窗口买票，这大疫情的一堆人在太阳底下排大队，真的好吗，排就排吧卖票的还超级慢，平均每5分钟处理好一个人的（因为最后我看到希望时前面还有10个人，但到我时已经是50分钟后了），每个人都要用身份证，售票员一指禅的不知道在敲什么，还有加塞的，售票员居然就给办了，引起民愤，买了票进去以后，景区内车票单买，25一个人到是不算贵，有小电瓶车和中巴（小电瓶车更带劲，上下也方便，而且通风安全），买个车票还是有必要的，特别是有老人孩子的，要走的挺远，园区里面很大，绿树特别多，单说硬件值得一来的。
                            
	                            
		                            "
231****537,2020/10/11,4,周围自然环境不错，管理规范，不过也没有啥靓点。花功夫打造了不少人文景观，佛教的，历史文化的，但个人觉得没有底蕴，一般！
M28****497,2020/10/11,4,景区比较大，花费时间比较长
Y猫小懒ue,2020/10/10,5,景点很不错
玉米粒儿8698,2020/10/10,5,值得一去，票价太贵了
烟台南山旅游景区,2020/10/10,5,"补作业啦，我又来勤勤恳恳地补作业啦，今天就说一说烟台南山旅游景区吧，这可是5A级景区哦。

烟台南山旅游景区整体是很大的，不过印象最让人深刻的就是南山大佛了，这南山大佛是世界第一锡青铜铸大坐佛，高38.66米，重380吨，由232件佛体、108块莲花瓣、302个发髻、共642块锡青铜铸件组合而成，现场看，超级震撼。

总之，烟台南山旅游景区可以说是青岛周边游很好的选择，五星好评没毛病。
                            
	                            
		                            "
烟台南山旅游景区,2020/10/10,5,每次回来龙口都要来逛一逛 真的不错
186****8790,2020/10/9,4,南山旅游区的风景还是不错的，景区管理的也很好。周围的湖和高尔夫球场在南山大佛脚下。到南山主要是观景和拜佛，虽然没有什么其他的游乐设施，但感觉很好的保护了景观的清秀。带老人的家庭游览更适合，年轻人来玩儿的人好像并不多。总之，到了东海一定要去南山，到了南山也一定要去东海。这样，意头好，海和山也都兼顾了
_WeCh****464520,2020/10/9,5,携程买票很快&#x20;比景区里买划算&#x20;?一定要坐观光车呀&#x20;?走路太远
烟台南山旅游景区,2020/10/9,4,"蓝天白云登高望远，好一翻美景，心情爽歪歪！
跟着导航来的，进去有人引导停车，有可能会让你停的比较远，根据车流量来安排，比较有序。停车费10元，会员卡免费停。
景区比较大，里面有观光车，每次去都得交费，25一次，进去缺点只能一圈，就不能用观光车了。
景点主要是看大佛，长城，玉观音等。细看的话估计一天转不完的。
                            
	                            
		                            "
烟台南山旅游景区,2020/10/9,5,"全家来龙口度假，搜了一下附近的景区，来到南山大佛。这里的路真是山路十八弯，而且坡度极大。带着一家老小爬到大佛脚下，整个龙口市一览无余，景色十分壮观。
除了大佛，这里还有几个有意思的景区，建议来龙口玩的朋友值得来看看。
                            
	                            
		                            "
e07****47,2020/10/8,4,南山风景区规划管理还是非常不错的，车子一进入景区，就立马感受到这一点。景区内干净整洁，路面宽敞平整。购票入园也非常便捷，网上购票后可直接刷身份证入园。南山大佛巍峨壮丽，搭乘景区内有缆车，一站一站游览非常不错，省力省时！
枪花AK,2020/10/8,4,大佛比较震撼，喷泉表演壮观。
ericning,2020/10/8,5,很不错的景区
M43****7843,2020/10/8,5,值得推荐，体验很好，有趣好玩，景色不错，。
M22****6079,2020/10/8,5,值得推荐，体验很好，
烟台南山旅游景区,2020/10/8,5,"“天降祥瑞·佛光普照”
龙口南山景区门票120元
龙口南山景区游玩，最好购买一张25元的门票，景点分散多如牛毛，乘坐电动车能够到达14个规模景点，重点是南山大佛和南山药师玉佛一定要看，这两个地方超级庞大，一定要好好拜一拜。南山大佛需要蹬爬360级台阶才能行走到大佛前身，一览大佛的风采和尊颜。
                            
	                            
		                            "
烟台南山旅游景区,2020/10/8,5,"南山大佛

南山大佛（释迦牟尼）——世界第一锡青铜铸大坐佛。南山大佛位于山东省烟台市龙口市南山旅游区内，高38.66米，重380吨，选材锡青铜铸造，由232件佛体、108块莲花瓣、302个发髻、共642块锡青铜铸件组合而成这座举世罕见的锡青铜释迦牟尼大坐佛，堪称目前世界第一铜铸大坐佛。
                            
	                            
		                            "
烟台南山旅游景区,2020/10/8,4,"冲着5A景区去的，下午进去的景点，因为做了电瓶车两个多小时就都逛完了，凭良心讲，与其他5A景区相比稍显逊色，还有一个，既然是以大佛为主题的景区里面大佛脚下确有卖烤肠的，这个有点突兀。再一个景区商业气氛稍微有一些浓郁，有点失去了佛门圣地的安静，大佛纯铜打造，看着倒是很壮观，如果信佛的朋友，可以来看看。
                            
	                            
		                            "
M24****2999,2020/10/7,4,祈福圣地&#x0A;门票105&#x0A;观光车25.儿童15&#x0A;祈福带10其余的不多说。&#x0A;祈福还是不错的，景点只逛了2个。大概5小时左右能逛完。
阿里斯蒂石守信,2020/10/7,5,值得推荐，景色不错，有趣好玩，体验很好，
ducyyyy,2020/10/7,5,新修建了不少景点，就是天太冷了?_?，没来得及全看。有趣好玩，
E32****35,2020/10/7,5,值得推荐，
烟台南山旅游景区,2020/10/7,4,"南山景区就像是一道东北乱炖，众多元素集中在了一起，让人觉得有些不伦不类。
南山大佛，是景区主打景点，即使其他景点都不去，也一定会爬上台阶去瞻仰佛祖圣颜。
除此之外，还有主打道教文化的春秋园、普及历史文化的各朝代“使馆”、供奉药佛和五百罗汉的玉佛殿，让人觉得“中心思想”未能统一，有些杂乱。
总的来说，是个可去可不去的景点。
                            
	                            
		                            "
烟台南山旅游景区,2020/10/7,5,"第N次来龙口 南山大佛还是第一次
不得不说 环境是真的好 而且还开发了南山康养小镇
来南山 门票可以在** 去哪儿提前买好 一定要选好时间 网络购票直接刷身份证进入 非常方便 强烈推荐花25块钱买观光车 否则你会走到断腿 景区非常非常大 必须做环保车一个一个景点的游览 
南山大佛景区和玉佛是最主要的景点 
南山大佛一般会乘环保车到大雄宝殿 按照指示一步步游览 350级台阶 真的不累 只是各个殿都有请香的 
总之 南山很值得推荐游览
                            
	                            
		                            "
M47****472,2020/10/6,5,大佛和玉佛很不错
M46****724,2020/10/6,4,环境不错，票价有点稍贵。
M51****656,2020/10/6,4,还好吧！大佛很壮观
205****160,2020/10/5,5,体验很好，
M23****504,2020/10/5,5,体验很好，值得推荐，景色不错，有趣好玩，
元隆嘉,2020/10/5,4,追加评论下:去的路上还没开到停车场，保安直接给你指定停到附近一个停车场(好像是南山葡萄酒藏酒中心)，然后收费十元，没有任何凭条。这是什么操作？
203****298,2020/10/4,5,还不错，比想象中要好，景区比较正规
300****451,2020/10/4,5,景色不错，有趣好玩，体验很好，值得推荐，
M58****269,2020/10/4,5,景色不错，值得推荐，
元隆嘉,2020/10/4,4,景色不错，停车困难，票价偏贵。
M54****935,2020/10/4,4,奔着大佛来的，还不错?
烟台南山旅游景区,2020/10/4,5,交通便利，有游车，很方便，南山大佛很震撼，500罗汉殿也很有佛教文化特色……满意
烟台南山旅游景区,2020/10/4,5,"去年十一去龙口旅游，去了南山大佛，环境很宁静，即使人挺多的，但是在那依然给人一种平和的感觉，虽然说是景区，但是没有景区的喧闹，景区也非常大，拜一拜佛确实能使心境沉淀下来，很不错的地方，在出景区的地方去了酒窖，品尝了红酒，也买了一些回来，觉得很好！
                            
	                            
		                            "
烟台南山旅游景区,2020/10/4,5,"夏天去的，现在已经是秋天了，疫情有了好转，这些景点就是能光顾的地方了，停车方便，好像10元1次。票提前网络定好，直接刷身份证进去，电瓶车20一圈，价格还算可以，因为景区太大，没办法必须的需要内部交通。周末带着家人爬爬山，看看景色，祈个福还是很舒心的。
                            
	                            
		                            "
