user,time,score,comment
M50****234,2021/4/5,5,非常壮观的泰山，利用清明假期带娃去的。如果时间紧张或者孩子较小，建议走天外村上山，坐车上中天门，坐索道上南天门，非常快。酒店订的全季酒店岱庙店有双床房，一张1.5米的，一张1.2米的，三个人非常舒适。第二天一早，在附近喝了牛肉汤，吃了泰山火烧，开车去天外村停车场。没想到停车场爆满，在交警的指挥下，一路向西，据说市政府周末节假日停车免费，但在路上发现了免费的停车位，在泰安东尊华美达大酒店南门对面，就果断停下了，然后扫了两辆小溜去了天地广场。小溜停车点在天外村酒店停车场下面即可。然后过马路，买票，坐车上山，景区观光车坐满发车，孩子不买票不占座。到中天门车站后下车去中天门牌坊处拍照，因为十几年前来的，印象中的中天门还是比实际上高大很多。坐索道上南天门，出来的过程中发现好多人在排队坐下行索道，估计得排一两个小时。在十八盘处拍了个照，往下看真是腿软，去天街逛逛，孩子吃点东西，接着去观鲁台，碧霞祠，日观峰，玉皇顶，五岳独尊，昂头天外处，最后下山去坐桃花源索道。这边索道人少，而且正是桃花盛开季节，顺便逛逛桃花峪，下索道坐观光车，沿路看了彩石溪和桃花峪，风景真的不错。在桃花峪山光水色令人流连忘返。回去打车比较贵，旺季不打表，正好碰见一辆网约车，当场下单他接单用了38元，比出租车还要便宜。早晨7点多出发，下午3点多就下山了，真是很快还很尽兴。
M26****0325,2021/4/5,5,还可以&#x20;值得去看看
美丽的地球,2021/4/5,5,空气非常不错的一个景区，我们是坐缆车登顶的。
索洛图恩石厚,2021/4/5,5,夜爬泰山，大晚上乌漆麻黑啥也看不见，就是爬，为了看日出冻成狗了，各位一定要穿条厚裤子带个帽子，不然就像我一样即使裹着军大衣，脚和脑袋也冻的没知觉了。爬上去后尽量去占个位子尤其个子矮的，我去的有点晚了基本没什么好位置，早上照日出总会照进别人的头和胳膊。早上下山时更能感受到泰山的雄伟和鬼斧神工，时间充足的建议下山时多逛逛，有很多道教的庙宇，我不太懂但我看很多人跪拜。反正我是走不动了，撑到坐缆车那下山，坐缆车时回头一看很有成就感，我居然爬了那么那么高！哈哈我自己都不信??，对了登山镐是救命神器，省去你百分之八十的力气，晚上体质寒的记得带个手套，山顶风很大会动手。
M22****969,2021/4/5,5,第二次来泰山，每次人都很多，国泰民安。总体超赞，
中正,2021/4/5,5,性价比高，
夜00123,2021/4/5,5,不虚此行！
M40****905,2021/4/5,5,这两天真实不虚此行&#x20;3号半夜两点半带着老婆出发&#x20;顶着蒙蒙细雨&#x20;上午六点半到达泰安&#x20;4号半夜十二点半上山&#x20;四点半到达玉皇顶&#x20;过程实在是不想回忆&#x20;可是当云海翻腾太阳出来的那一刻所有的等待和付出都是值得的
金陵乐叟,2021/4/5,5,当天，我们乘索道上山，在泰山天街找到了携程预订的住宿——泰山白云居宾馆，住宿男女生多人间，每张床位80元。该宾馆网评虽然只有3.4分，但入住后的感觉比网评还要差得多。把它称作“宾馆”，简直就是夸张！大概，这就是泰山住宿，年年饱受诟病，却年年依旧。泰山上的这些“地把头”长期盘踞这块风水宝地，从游客身上日挖斗金，却从不把游客当回事！泰山作为世界自然和文化双料遗产，当之无愧。泰山的自然景观和历史人文无与伦比。我们第二天清晨还看到了美轮美奂的泰山日出。但它的服务业远不能与之匹配！尤其是上山的厕所，卫生条件极差，令人捂鼻而出入。应该去比比条件差不多的黄山是怎么做的！
M25****4622,2021/4/5,4,一家人一起出游，风景还不错??就是山上太冷啦！??如果摆渡车、索道再优惠点就更好啦??有机会一定半夜爬上去去看看美丽的日出??
M33****679,2021/4/4,5,泰山太爽了，景色也不错，可惜没看到日出
gao****90,2021/4/4,5,景点感觉还可以就是服务有待提升
飞亚特,2021/4/4,5,2018年春节，早上八点半起床，洗漱之后九点出门，公交在路上比较拥堵，在泰山前沿的道路上车很多。购票为头一天在携程系统上的电子票，刷身份证进入，很方便。泰山有很多个出入口，一般而言天外村是乘坐观光巴士上山的入口，我坐公交前往的是泰山经典登山步道的起点——红门。然而红门进山检票不理想，排队长，等候久。进了红门之后才记起没吃早饭，出门的时候只吃了头一天晚上买的蛋糕，于是一边走一边看，吃了俩山东大饼。&#x0A;体验到了改革开放的成果，登山路上各类型店铺一应俱全，数据线、插头、毛巾、饮食、登山杖等一应俱全，且都能刷微信支付，基本上不用背很多物品。爬山我基本都使用专门的登山衣裤及设备，本次爬泰山的穿戴：羽绒服、加厚加绒运动裤，鞋子则是篮球鞋：保暖性好，护住了脚踝，可提供不规则路面及阶梯上下的防崴脚保护功能。&#x0A;就这样往前走，一路走，感觉走了好远好久，到中午十二点的时候，才发现只爬到半山腰的中天门。这时候想偷懒，乘坐缆车上山，然而人很多，坐缆车要排队好久，下山又不甘心，于是吃了个午餐继续爬。泰山景区里的餐厅还比较良心价，不贵，味道还行，就是服务员听不懂普通话，交流困难。泰山没有华山陡，却比爬华山感觉更累，离山顶还有一段距离的时候膝盖有些酸痛，于是买了根三块钱的登山杖。不同于爬华山，下午三点多到达最高峰的玉皇顶却没有一览众山小的豪迈和把泰山踩在脚下的成就感，没啥感觉。跟泰安东岳泰山、渭南西岳华山、衡阳南岳衡山相比，邵阳崀山、萍乡武功山、薄荷巧克力山、丹东虎山、南平武夷山、酒泉敦煌鸣沙山、济南千佛山、滁州琅琊山、张家界天门山、南京钟山、桂林叠彩山等难度就小多了，运动量也低很多。&#x0A;&#x0A;只锻炼身体、看风景，不祈福。本人对烧香拜佛祈福等一概不沾，坚守无神论的认知和立场。拿钱烧香拜佛祈福远不如买保险划算、实在。多年来绝不听从任何人的保平安忽悠买香烛之类的烧。而且泰山景区管理部门为了安全，很严格的执行禁火，全山杜绝点火烧香，因而泰山空气上佳，没有丝毫烟火味
_WeCh****191704,2021/4/4,5,不错的地方
leo****11,2021/4/4,5,泰山太壮美了，威严挺拔，五岳之首。泰山日出，非常美丽，云海也很美丽。想看日出的朋友们推荐，要不就夜宿泰山顶上，要不然爬山后半夜早点出发，从来就没有遇到爬山这么多的人，人堆人，一步一人，从中天门到南天门都这个情况，半夜从1点半到日出5点50分，都这个情况。不过感谢泰山风景区的工作人员，敬职敬业，竭力处理泰山人多带来的长时间拥堵问题，连单位的小中巴都用完了，真心给力。还有半夜三更还在南天门附近的尽职尽责的泰山工作人员，在快到南天门的那个十一路口，不顾寒风和接近0度的严寒，疏导密密麻麻的堵在十八盘的登山人群，在表示衷心感谢。同时，泰山日出，十分美丽动人，颜色绚丽多彩，孕育生命，给人民带来希望，太美了！
大哥贼帥,2021/4/4,5,华夏神山，非常值得一去
泰山风景区,2021/4/4,1分 不佳,服务态度不行，从泰山隧道下来要排两个多小时的队伍购买返程车票，队伍很乱但工作人员没有丝毫管理意识，仍然不紧不慢，队伍中出现骂街，打架等现象，从红门进入，也是要排3小时＋的队伍，山上没有休息设施，照明系统，反而小店横生，只要有灯光的地方就有小黑贩子，第一次见旅客如同乞丐一样坐在台阶上，抱着一个军大衣，跟饥荒一样，夜爬的时候任何休息的地方都有行人，去过最垃圾的景点，没有之一，这就是泰安的管理，令人大开眼界
泰山风景区,2021/4/4,1分 不佳,非常差劲的一次！11点到红门结果被告知限流 所有人堵在门口 等了两个多小时才进门！景区不提前限票 到地方了才临时通知 计划全被打乱
_CFT01****7872228,2021/4/3,5,总体超赞，
150****6566,2021/4/3,5,不止一次来了，每次来都有不一样的收货
卢星子啊,2021/4/3,5,只有真正体验一把生不如死才能体会生活的真谛，只有在劳累之后才能觉得世界如此美好，泰山的日出绝对没得说，但是人有点多，提前做好攻略，上面有很多可以玩的地方景色不错，有趣好玩，
泰山风景区,2021/4/3,1分 不佳,完全差评！索道下山100?元，坐车下山30?元，门票115?，交通费比门票还贵！中午来到天外村停车场下午收费50?元讹人！再也不来了！都说山东人实在！看来是假的！
M44****8762,2021/4/1,5,不错，就是多云没看到日出景色不错，
小熊仔rr,2021/4/1,5,挺好的，就是晚上很冷景色不错，有趣好玩，总体超赞，性价比高，
辰希希希,2021/3/31,5,景色不错，
202****589,2021/3/31,4,泰山没有想象的那么好。
M32****898,2021/3/30,5,母校就在脚下，上次登泰山还是大学，一晃十几年过去了。再来带着老婆孩子，意义非凡。&#x0A;老婆孩子特别喜欢
M93****20,2021/3/30,5,总体超赞，景色不错，有趣好玩，
gghruif,2021/3/30,4,老早就知道泰山这景点，一直没有机会来，今天我来了，我要在山顶看日出。太累了，真心太累，5个小时才到顶，再也不来了。&#x20;&#x20;&#x20;不过风景真心不错。
^_^??,2021/3/30,5,非常值得来，景区各方面都不错，景区里面的物价也不高，如果想看日出的话，建议提前看好天气预备，因为并不是每天都可以看见日出的。
money,2021/3/30,5,泰山险峻，有缆车上下，但一定选一个单程走路，才有意思
肚子圆滚滚的小女孩,2021/3/30,5,“会当凌绝顶，一览众山小”&#x0A;泰山号称“东岳”五岳之中以雄伟诸称，古代很多帝王都要来爬泰山，现在好多人到山东泰山是首选，泰山日出是景色很美，想在日出之前到山顶，就得晚上开始爬泰山，就这样才有了夜爬泰山，只为了去泰山看一次最美的日出。
小城1314,2021/3/30,5,一定要去一次。看看泰山的气势。
高傲的傻????,2021/3/29,5,我们一家人，早起6点半从酒店出发，8点半左右到红门入口，我们开始爬山，背了4大桶矿泉水，6罐红牛，4桶泡面，4个登山杖。一家5口开始从发&#x20;。2点45分到南天门。才发现泡面白背了。泡一次面也需要5元。因此不建议带泡面。玉帝顶牌照留念。下午5点10分左右下山。晚上8点40分左右到达市区。9点20分回到酒店，饭菜也准备好了。这次泰山之行。很欣慰。因为有小孩没有顾得看日出??&#x20;有点遗憾。但也很高兴，一个5岁孩子和7岁孩子全程没有坐索道。登上，再爬下山。太了不起了。虽然很累。但真的很欣慰。等孩子在大些，还要再登一次。
鹏爷大大,2021/3/29,5,性价比高，景色不错，有趣好玩，总体超赞，
M37****287,2021/3/29,5,超级好玩的地方啊&#x20;哈哈哈哈哈哈
M47****396,2021/3/29,5,值得去爬一下。年轻人可以爬上去走下来，坐索道失去了泰山的灵魂！
_U4****5376,2021/3/29,5,景色宜人！性价比最高！带着孩子一起去爬泰山，既培养了孩子耐力又增长知识，了解泰山的历史，有机会一定要去看看，不错????风景优美
186****6772,2021/3/29,5,第一次爬泰山，从红门六个小时到日观峰。晚上爬山的人还蛮多的
泰山风景区,2021/3/29,1分 不佳,一直以来都用携程预订酒店景区门票，预订了泰山门票，排队半天显示无效票，原因是已过期… 同行伙伴从**预订门票，进园无时间限制… 未使用，但申请退款无果… 一次使用体感极差的体验。
112****316,2021/3/28,5,很方便，挺好
M22****8339,2021/3/28,5,很累，但是景点是五岳之首，值得游玩
M26****3550,2021/3/28,5,总体超赞，
M45****8077,2021/3/28,5,高大，峩猛，雄壮，&#x0A;【景色】秀丽，迷人。
流辰Y,2021/3/28,5,会当凌绝顶，一览众山小，泰山值得一登，可以爬山上去做缆车下来再坐公交回去，还是很方便的，去的时候是冬天的有点冷但是更刺激
M36****399,2021/3/28,4,单张115元大门票买不到，可是选择和花海套票188元就能买到，但是花海都没看到，在哪里都不知道，这种绑定式买卖应该不符合社会相关规定，我们作为消费者无语了。
_ZXTE****25062,2021/3/27,4,值得去！景色不错，
M45****3760,2021/3/27,5,不错，累并快乐着
_WeCh****008322,2021/3/27,5,景色宜人，适合游玩
_CFT01****5984319,2021/3/27,5,还不错
159****8855,2021/3/26,5,上面冷夜里爬的好冷好累
M46****6154,2021/3/26,5,景色啥的都还可以，除了里面价格你们懂得
131****7640,2021/3/26,5,景色不错，
M36****3659,2021/3/26,5,很不错哦，缆车很棒
meren,2021/3/26,4,环境还是不错的就是车真的是不好停啊
M36****8130,2021/3/26,5,这里的风景好美，好漂亮啊，环境优美，很喜欢哦
m64****33,2021/3/25,5,跟家人朋友一共六口人去的，三点多开始开车到天外村六点多，吃完早饭坐公交大概半小时到中天门，然后老年人坐索道，年轻人早上8点开始爬山，大概三个小时到南天门，中途走走停停，没觉得很累，然后去了奶奶庙和玉皇宫，下山时，从南天门到公交枢纽，只用了一个小时十分钟。不过回来后腿疼了几天。
梦若夜寒,2021/3/25,5,五岳独尊东岳泰山，确实值得一去，尤其推荐夜爬，趣味性很大，难度也不高，一路很多人，服务设施很完善，一路商店价格也很合理，给景区管理方大大的赞
Crazy .C,2021/3/25,5,景色很美很壮观。登顶后真的有种是一览众山小的感觉。非常美非常壮观。值得一去。名胜古迹。磅礴大气。性价比非常高。&#x20;就是登山比较困难。比较考验毅力。
泰山风景区,2021/3/25,1分 不佳,订了后进不去景区
M22****4309,2021/3/24,5,景色不错，总体超赞，
M30****9414,2021/3/24,4,景点很美，总体不错，但作为5A级旅游景点，欠缺安全措施！唯一有缺陷的是施工现场（北天门那边后烛风那条下山路，路的半山腰是坏的）没有指示牌，我们从后烛峰下山的，路不好走，其中路有一段还是坏的，天色不早了，走了一半不可能返回，只能硬着头皮走下去，后邬索道也没有营业，好在有月亮，我们下去的时候已经9点了，危险系数极高！
蜡笔小新啦,2021/3/24,5,一生一定要爬一次的泰山.&#x20;看一次日出。远赴人间惊鸿宴.一堵人间盛世颜。&#x20;年少登顶.加油。
泰山风景区,2021/3/24,1分 不佳,性价比低，当天预订的不能够取消，因为行程有误需要改正一下，结果再去退订已经不能退定了，用也用不了，退还不能退，真是欺骗消费者，浪费感情！
小六儿的爹,2021/3/23,5,相当不错的，去了几次真的是很漂亮，只是还没有看过日出，有时间一定要去看看！
hu****98,2021/3/23,5,来过两次了，第一次是全程爬上去的，真是累啊
kig,2021/3/23,5,位于山东省泰安市的泰山风景区，是我国著名的五岳之首的东岳泰山的所在地。泰山既是风景圣地又是以传说为多的名山。这里名人字刻历史典故众多！著名的登泰山观日出已经是这里的招牌
笨-笨熊,2021/3/23,5,性价比高，景色不错，有趣好玩，总体超赞，
1森林人,2021/3/23,5,有趣好玩，景色不错，
M15****35,2021/3/23,5,5A级景区，景色壮丽，值得一看。
M25****8682,2021/3/22,5,已经去过两次了，不到泰山非好汉
真诚7577,2021/3/22,4,"五岳之首View&#x20;from&#x20;the&#x20;bottom&#x20;and&#x20;to&#x20;the&#x20;top&#x20;of&#x20;the&#x20;mountain@Mt.&#x20;Tai,&#x20;one&#x20;of&#x20;the&#x20;tallest&#x20;mountain&#x20;in&#x20;China..."
_WeCh****47131,2021/3/22,5,&#x0A;&#x0A;很棒的体验。在山脚下看到的是连绵的群山，***草萋萋，绿树幽幽。一路石阶，一路攀援，历代大家在山石上留下的文字娟秀显目，历经岁月与风雨的沧桑，反而变得更加深邃厚韵。山风微凉，怪石嶙峋，陡峭的峰峦遮天蔽日，疲倦的汗滴垂落在衣袖，厚重的步履前行在***
美丽的微山湖,2021/3/21,5,风景很美，东岳泰山，值得一游????
M26****3617,2021/3/21,5,好啊，方便啊
大新011,2021/3/21,5,节假日人太多&#x20;性价比不高&#x20;建议淡季人少时候去?
飞鸟与鱼0010,2021/3/21,5,非常值得一去！已经爬过3次泰山了，现在岁数大了，爬不动了！
微行四方,2021/3/20,5,五岳之首，雄踞齐鲁大地，小天下的地方。
M27****353,2021/3/20,5,总体超赞，景色不错，
福山建东,2021/3/20,5,一览众山小的泰山真是名不虚传啊。雄伟的泰山！
Robinnet,2021/3/19,5,东岳泰山五岳独尊，历代皇帝封禅之所。
盘旋的鹰,2021/3/19,4,"泰山一何高,迢迢造天庭。峻极周一远,层云郁冥冥。作为中国五岳之首，泰山一直以来都是生态旅游资源中风景型资源的典型代表,并且,作为山东省最著名的风景名胜区,泰山是山东省旅游资源的主体,有着旅游资源集中、森林覆盖率高、野生生物种类丰富等巨大优势。"
LU188,2021/3/18,5,泰山风景区位于山东省泰安市境内，目前这个季节，泰山顶上还会下雪。
精彩人生2021,2021/3/18,5,春天来了，来爬泰山吧，风景不错
难得不迷糊,2021/3/17,5,这次终于是爬上去了，天还是有点冷
_WeCh****272820,2021/3/17,5,景色不错，有趣好玩，
nj海虹,2021/3/16,5,不论是文化、历史，还是风景，泰山都有其至高无上的地位。
Mr_伊凡,2021/3/16,5,五岳独尊，必须去一趟，值得推荐！
